site_name,population_id,admit_year,age_band,sex_group,race_group,ethnicity_group,hospitalizations,deaths,mortality_pct
UCMC,cardiac_arrest_poa_icu,2018,18-39,Female,Black,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2018,18-39,Female,Other/Unknown,Unknown,<10,<10,
UCMC,cardiac_arrest_poa_icu,2018,18-39,Female,White,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2018,18-39,Male,Black,Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2018,18-39,Male,Black,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2018,40-64,Female,Black,Not Hispanic or Latino,23,16,
UCMC,cardiac_arrest_poa_icu,2018,40-64,Female,Other/Unknown,Unknown,<10,<10,
UCMC,cardiac_arrest_poa_icu,2018,40-64,Female,White,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2018,40-64,Male,Black,Not Hispanic or Latino,28,19,
UCMC,cardiac_arrest_poa_icu,2018,40-64,Male,Other/Unknown,Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2018,40-64,Male,Other/Unknown,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2018,40-64,Male,Other/Unknown,Unknown,<10,<10,
UCMC,cardiac_arrest_poa_icu,2018,40-64,Male,White,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2018,40-64,Male,White,Unknown,<10,<10,
UCMC,cardiac_arrest_poa_icu,2018,65-74,Female,Black,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2018,65-74,Female,White,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2018,65-74,Male,Black,Not Hispanic or Latino,17,11,
UCMC,cardiac_arrest_poa_icu,2018,65-74,Male,Other/Unknown,Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2018,75+,Female,Black,Not Hispanic or Latino,16,12,
UCMC,cardiac_arrest_poa_icu,2018,75+,Female,Black,Unknown,<10,<10,
UCMC,cardiac_arrest_poa_icu,2018,75+,Female,Other/Unknown,Unknown,<10,<10,
UCMC,cardiac_arrest_poa_icu,2018,75+,Female,White,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2018,75+,Male,Black,Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2018,75+,Male,Black,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2018,75+,Male,Black,Unknown,<10,<10,
UCMC,cardiac_arrest_poa_icu,2018,75+,Male,White,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,18-39,Female,Black,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,18-39,Female,Black,Unknown,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,18-39,Female,Other/Unknown,Unknown,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,18-39,Male,Black,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,18-39,Male,NHPI,Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,18-39,Male,Other/Unknown,Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,18-39,Male,Other/Unknown,Unknown,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,18-39,Male,White,Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,40-64,Female,Black,Not Hispanic or Latino,27,20,
UCMC,cardiac_arrest_poa_icu,2019,40-64,Female,Black,Unknown,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,40-64,Female,Other/Unknown,Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,40-64,Female,Other/Unknown,Unknown,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,40-64,Female,White,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,40-64,Male,Asian,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,40-64,Male,Black,Not Hispanic or Latino,40,18,
UCMC,cardiac_arrest_poa_icu,2019,40-64,Male,Other/Unknown,Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,40-64,Male,Other/Unknown,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,40-64,Male,Other/Unknown,Unknown,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,40-64,Male,White,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,65-74,Female,Black,Not Hispanic or Latino,11,<10,
UCMC,cardiac_arrest_poa_icu,2019,65-74,Female,Other/Unknown,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,65-74,Female,Other/Unknown,Unknown,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,65-74,Female,White,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,65-74,Male,Black,Not Hispanic or Latino,19,13,
UCMC,cardiac_arrest_poa_icu,2019,65-74,Male,Other/Unknown,Unknown,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,65-74,Male,White,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,75+,Female,Black,Not Hispanic or Latino,13,<10,
UCMC,cardiac_arrest_poa_icu,2019,75+,Female,White,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,75+,Male,Black,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,75+,Male,Other/Unknown,Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,75+,Male,Other/Unknown,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2019,75+,Male,White,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2020,18-39,Female,Black,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2020,18-39,Female,Other/Unknown,Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2020,18-39,Female,Other/Unknown,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2020,18-39,Female,Other/Unknown,Unknown,<10,<10,
UCMC,cardiac_arrest_poa_icu,2020,18-39,Female,White,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2020,18-39,Male,Black,Not Hispanic or Latino,15,10,
UCMC,cardiac_arrest_poa_icu,2020,18-39,Male,Other/Unknown,Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2020,18-39,Male,Other/Unknown,Not Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2020,18-39,Male,Other/Unknown,Unknown,<10,<10,
UCMC,cardiac_arrest_poa_icu,2020,18-39,Male,White,Hispanic or Latino,<10,<10,
UCMC,cardiac_arrest_poa_icu,2020,40-64,Female,Black,Not Hispanic or Latino,28,14,
UCMC,cardiac_arrest_poa_icu,2020,40-64,Female,Other/Unknown,Hispanic or Latino,<10,<10,
