site_name,population_id,county_fips,admit_year,hospitalizations,deaths,mortality_pct,missing_county_hospitalizations
UCMC,all_icu_adult,17167,2022,10,<10,,64
UCMC,all_icu_adult,17167,2023,12,<10,,63
UCMC,all_icu_adult,17167,2024,<10,<10,,85
UCMC,all_icu_adult,17173,2020,<10,<10,,45
UCMC,all_icu_adult,17173,2022,<10,<10,,64
UCMC,all_icu_adult,17173,2024,<10,<10,,85
UCMC,all_icu_adult,17175,2018,<10,<10,,46
UCMC,all_icu_adult,17175,2019,<10,<10,,40
UCMC,all_icu_adult,17175,2020,<10,<10,,45
UCMC,all_icu_adult,17175,2021,<10,<10,,62
UCMC,all_icu_adult,17175,2022,<10,<10,,64
UCMC,all_icu_adult,17175,2023,<10,<10,,63
UCMC,all_icu_adult,17177,2018,<10,<10,,46
UCMC,all_icu_adult,17177,2019,<10,<10,,40
UCMC,all_icu_adult,17177,2020,<10,<10,,45
UCMC,all_icu_adult,17177,2022,<10,<10,,64
UCMC,all_icu_adult,17177,2023,<10,<10,,63
UCMC,all_icu_adult,17177,2024,<10,<10,,85
UCMC,all_icu_adult,17179,2018,<10,<10,,46
UCMC,all_icu_adult,17179,2019,<10,<10,,40
UCMC,all_icu_adult,17179,2020,<10,<10,,45
UCMC,all_icu_adult,17179,2021,<10,<10,,62
UCMC,all_icu_adult,17179,2022,<10,<10,,64
UCMC,all_icu_adult,17179,2023,<10,<10,,63
UCMC,all_icu_adult,17179,2024,<10,<10,,85
UCMC,all_icu_adult,17183,2018,<10,<10,,46
UCMC,all_icu_adult,17183,2019,<10,<10,,40
UCMC,all_icu_adult,17183,2020,<10,<10,,45
UCMC,all_icu_adult,17183,2021,<10,<10,,62
UCMC,all_icu_adult,17183,2022,<10,<10,,64
UCMC,all_icu_adult,17183,2023,<10,<10,,63
UCMC,all_icu_adult,17183,2024,<10,<10,,85
UCMC,all_icu_adult,17185,2021,<10,<10,,62
UCMC,all_icu_adult,17187,2020,<10,<10,,45
UCMC,all_icu_adult,17191,2019,<10,<10,,40
UCMC,all_icu_adult,17195,2018,<10,<10,,46
UCMC,all_icu_adult,17195,2019,<10,<10,,40
UCMC,all_icu_adult,17195,2020,<10,<10,,45
UCMC,all_icu_adult,17195,2021,<10,<10,,62
UCMC,all_icu_adult,17195,2022,<10,<10,,64
UCMC,all_icu_adult,17195,2023,<10,<10,,63
UCMC,all_icu_adult,17195,2024,<10,<10,,85
UCMC,all_icu_adult,17197,2018,170,24,,46
UCMC,all_icu_adult,17197,2019,158,23,,40
UCMC,all_icu_adult,17197,2020,181,22,,45
UCMC,all_icu_adult,17197,2021,158,18,,62
UCMC,all_icu_adult,17197,2022,180,22,,64
UCMC,all_icu_adult,17197,2023,304,40,,63
UCMC,all_icu_adult,17197,2024,294,45,,85
UCMC,all_icu_adult,17199,2018,<10,<10,,46
UCMC,all_icu_adult,17199,2019,<10,<10,,40
UCMC,all_icu_adult,17199,2021,<10,<10,,62
UCMC,all_icu_adult,17201,2018,22,<10,,46
UCMC,all_icu_adult,17201,2019,13,<10,,40
UCMC,all_icu_adult,17201,2020,12,<10,,45
UCMC,all_icu_adult,17201,2021,<10,<10,,62
UCMC,all_icu_adult,17201,2022,12,<10,,64
UCMC,all_icu_adult,17201,2023,13,<10,,63
UCMC,all_icu_adult,17201,2024,15,<10,,85
UCMC,all_icu_adult,17203,2018,<10,<10,,46
UCMC,all_icu_adult,17203,2019,<10,<10,,40
UCMC,all_icu_adult,17203,2021,<10,<10,,62
UCMC,all_icu_adult,17203,2022,<10,<10,,64
UCMC,all_icu_adult,17203,2023,<10,<10,,63
UCMC,all_icu_adult,17203,2024,<10,<10,,85
UCMC,all_icu_adult,18003,2018,<10,<10,,46
UCMC,all_icu_adult,18003,2019,<10,<10,,40
UCMC,all_icu_adult,18003,2020,<10,<10,,45
UCMC,all_icu_adult,18003,2021,<10,<10,,62
UCMC,all_icu_adult,18003,2022,<10,<10,,64
UCMC,all_icu_adult,18003,2023,<10,<10,,63
UCMC,all_icu_adult,18003,2024,<10,<10,,85
UCMC,all_icu_adult,18007,2022,<10,<10,,64
UCMC,all_icu_adult,18009,2018,<10,<10,,46
UCMC,all_icu_adult,18011,2019,<10,<10,,40
UCMC,all_icu_adult,18011,2020,<10,<10,,45
UCMC,all_icu_adult,18011,2022,<10,<10,,64
UCMC,all_icu_adult,18011,2024,<10,<10,,85
UCMC,all_icu_adult,18013,2019,<10,<10,,40
UCMC,all_icu_adult,18015,2021,<10,<10,,62
UCMC,all_icu_adult,18015,2022,<10,<10,,64
UCMC,all_icu_adult,18015,2023,<10,<10,,63
UCMC,all_icu_adult,18015,2024,<10,<10,,85
UCMC,all_icu_adult,18017,2021,<10,<10,,62
UCMC,all_icu_adult,18017,2022,<10,<10,,64
UCMC,all_icu_adult,18017,2024,<10,<10,,85
UCMC,all_icu_adult,18023,2024,<10,<10,,85
UCMC,all_icu_adult,18027,2023,<10,<10,,63
UCMC,all_icu_adult,18029,2024,<10,<10,,85
UCMC,all_icu_adult,18031,2023,<10,<10,,63
UCMC,all_icu_adult,18033,2023,<10,<10,,63
UCMC,all_icu_adult,18035,2023,<10,<10,,63
UCMC,all_icu_adult,18039,2018,10,<10,,46
UCMC,all_icu_adult,18039,2019,<10,<10,,40
UCMC,all_icu_adult,18039,2020,<10,<10,,45
UCMC,all_icu_adult,18039,2021,<10,<10,,62
UCMC,all_icu_adult,18039,2022,<10,<10,,64
UCMC,all_icu_adult,18039,2023,<10,<10,,63
UCMC,all_icu_adult,18039,2024,<10,<10,,85
UCMC,all_icu_adult,18045,2018,<10,<10,,46
UCMC,all_icu_adult,18049,2018,<10,<10,,46
UCMC,all_icu_adult,18049,2019,<10,<10,,40
UCMC,all_icu_adult,18049,2020,<10,<10,,45
UCMC,all_icu_adult,18049,2022,<10,<10,,64
UCMC,all_icu_adult,18053,2018,<10,<10,,46
UCMC,all_icu_adult,18053,2021,<10,<10,,62
UCMC,all_icu_adult,18053,2022,<10,<10,,64
UCMC,all_icu_adult,18053,2023,<10,<10,,63
UCMC,all_icu_adult,18057,2018,<10,<10,,46
UCMC,all_icu_adult,18057,2020,<10,<10,,45
UCMC,all_icu_adult,18057,2022,<10,<10,,64
UCMC,all_icu_adult,18057,2023,<10,<10,,63
UCMC,all_icu_adult,18057,2024,<10,<10,,85
UCMC,all_icu_adult,18059,2021,<10,<10,,62
UCMC,all_icu_adult,18059,2023,<10,<10,,63
UCMC,all_icu_adult,18059,2024,<10,<10,,85
UCMC,all_icu_adult,18063,2019,<10,<10,,40
UCMC,all_icu_adult,18063,2020,<10,<10,,45
UCMC,all_icu_adult,18063,2021,<10,<10,,62
UCMC,all_icu_adult,18067,2018,<10,<10,,46
UCMC,all_icu_adult,18067,2019,<10,<10,,40
UCMC,all_icu_adult,18073,2018,14,<10,,46
UCMC,all_icu_adult,18073,2019,11,<10,,40
UCMC,all_icu_adult,18073,2020,21,<10,,45
UCMC,all_icu_adult,18073,2021,18,<10,,62
UCMC,all_icu_adult,18073,2022,<10,<10,,64
UCMC,all_icu_adult,18073,2023,26,<10,,63
UCMC,all_icu_adult,18073,2024,<10,<10,,85
UCMC,all_icu_adult,18081,2018,<10,<10,,46
UCMC,all_icu_adult,18081,2023,<10,<10,,63
UCMC,all_icu_adult,18081,2024,<10,<10,,85
UCMC,all_icu_adult,18085,2018,<10,<10,,46
UCMC,all_icu_adult,18085,2019,<10,<10,,40
UCMC,all_icu_adult,18085,2020,<10,<10,,45
UCMC,all_icu_adult,18085,2021,<10,<10,,62
UCMC,all_icu_adult,18085,2022,<10,<10,,64
UCMC,all_icu_adult,18089,2018,409,61,,46
UCMC,all_icu_adult,18089,2019,393,60,,40
UCMC,all_icu_adult,18089,2020,384,43,,45
UCMC,all_icu_adult,18089,2021,419,49,,62
UCMC,all_icu_adult,18089,2022,449,67,,64
UCMC,all_icu_adult,18089,2023,448,49,,63
UCMC,all_icu_adult,18089,2024,526,62,,85
UCMC,all_icu_adult,18089,2025,<10,<10,,<10
UCMC,all_icu_adult,18091,2018,70,12,,46
UCMC,all_icu_adult,18091,2019,71,<10,,40
UCMC,all_icu_adult,18091,2020,67,<10,,45
UCMC,all_icu_adult,18091,2021,56,<10,,62
UCMC,all_icu_adult,18091,2022,68,<10,,64
UCMC,all_icu_adult,18091,2023,77,<10,,63
UCMC,all_icu_adult,18091,2024,56,<10,,85
UCMC,all_icu_adult,18095,2023,<10,<10,,63
UCMC,all_icu_adult,18095,2024,<10,<10,,85
UCMC,all_icu_adult,18097,2018,<10,<10,,46
UCMC,all_icu_adult,18097,2019,<10,<10,,40
UCMC,all_icu_adult,18097,2020,<10,<10,,45
UCMC,all_icu_adult,18097,2021,<10,<10,,62
UCMC,all_icu_adult,18097,2022,<10,<10,,64
UCMC,all_icu_adult,18097,2023,<10,<10,,63
UCMC,all_icu_adult,18097,2024,<10,<10,,85
UCMC,all_icu_adult,18099,2018,<10,<10,,46
UCMC,all_icu_adult,18099,2019,<10,<10,,40
UCMC,all_icu_adult,18099,2020,<10,<10,,45
UCMC,all_icu_adult,18099,2022,<10,<10,,64
UCMC,all_icu_adult,18099,2023,<10,<10,,63
UCMC,all_icu_adult,18099,2024,<10,<10,,85
UCMC,all_icu_adult,18105,2019,<10,<10,,40
UCMC,all_icu_adult,18105,2021,<10,<10,,62
UCMC,all_icu_adult,18107,2022,<10,<10,,64
UCMC,all_icu_adult,18109,2024,<10,<10,,85
UCMC,all_icu_adult,18111,2018,<10,<10,,46
UCMC,all_icu_adult,18111,2019,<10,<10,,40
UCMC,all_icu_adult,18111,2020,<10,<10,,45
UCMC,all_icu_adult,18111,2021,<10,<10,,62
UCMC,all_icu_adult,18111,2022,<10,<10,,64
UCMC,all_icu_adult,18111,2023,<10,<10,,63
UCMC,all_icu_adult,18111,2024,<10,<10,,85
UCMC,all_icu_adult,18113,2020,<10,<10,,45
UCMC,all_icu_adult,18127,2018,109,10,,46
UCMC,all_icu_adult,18127,2019,123,<10,,40
UCMC,all_icu_adult,18127,2020,117,13,,45
UCMC,all_icu_adult,18127,2021,138,17,,62
UCMC,all_icu_adult,18127,2022,132,16,,64
UCMC,all_icu_adult,18127,2023,136,<10,,63
UCMC,all_icu_adult,18127,2024,129,17,,85
UCMC,all_icu_adult,18129,2019,<10,<10,,40
UCMC,all_icu_adult,18131,2018,<10,<10,,46
UCMC,all_icu_adult,18131,2019,<10,<10,,40
UCMC,all_icu_adult,18131,2020,<10,<10,,45
UCMC,all_icu_adult,18131,2022,<10,<10,,64
UCMC,all_icu_adult,18131,2023,<10,<10,,63
UCMC,all_icu_adult,18131,2024,<10,<10,,85
UCMC,all_icu_adult,18141,2018,27,<10,,46
UCMC,all_icu_adult,18141,2019,22,<10,,40
UCMC,all_icu_adult,18141,2020,10,<10,,45
UCMC,all_icu_adult,18141,2021,22,<10,,62
UCMC,all_icu_adult,18141,2022,21,<10,,64
UCMC,all_icu_adult,18141,2023,13,<10,,63
UCMC,all_icu_adult,18141,2024,10,<10,,85
UCMC,all_icu_adult,18145,2021,<10,<10,,62
UCMC,all_icu_adult,18145,2022,<10,<10,,64
UCMC,all_icu_adult,18147,2018,<10,<10,,46
UCMC,all_icu_adult,18147,2024,<10,<10,,85
UCMC,all_icu_adult,18149,2018,<10,<10,,46
UCMC,all_icu_adult,18149,2019,<10,<10,,40
UCMC,all_icu_adult,18149,2020,<10,<10,,45
UCMC,all_icu_adult,18149,2021,10,<10,,62
UCMC,all_icu_adult,18149,2022,<10,<10,,64
UCMC,all_icu_adult,18149,2023,11,<10,,63
UCMC,all_icu_adult,18149,2024,<10,<10,,85
UCMC,all_icu_adult,18157,2018,<10,<10,,46
UCMC,all_icu_adult,18157,2019,<10,<10,,40
UCMC,all_icu_adult,18157,2020,<10,<10,,45
UCMC,all_icu_adult,18157,2021,<10,<10,,62
UCMC,all_icu_adult,18157,2022,<10,<10,,64
UCMC,all_icu_adult,18157,2023,<10,<10,,63
UCMC,all_icu_adult,18157,2024,<10,<10,,85
UCMC,all_icu_adult,18163,2019,<10,<10,,40
UCMC,all_icu_adult,18167,2019,<10,<10,,40
UCMC,all_icu_adult,18167,2023,<10,<10,,63
UCMC,all_icu_adult,18169,2019,<10,<10,,40
UCMC,all_icu_adult,18169,2020,<10,<10,,45
UCMC,all_icu_adult,18169,2024,<10,<10,,85
UCMC,all_icu_adult,18171,2019,<10,<10,,40
UCMC,all_icu_adult,18173,2019,<10,<10,,40
UCMC,all_icu_adult,18177,2023,<10,<10,,63
UCMC,all_icu_adult,18181,2019,<10,<10,,40
UCMC,all_icu_adult,19005,2024,<10,<10,,85
UCMC,all_icu_adult,19011,2021,<10,<10,,62
UCMC,all_icu_adult,19013,2022,<10,<10,,64
UCMC,all_icu_adult,19015,2020,<10,<10,,45
UCMC,all_icu_adult,19045,2018,<10,<10,,46
UCMC,all_icu_adult,19049,2023,<10,<10,,63
UCMC,all_icu_adult,19055,2020,<10,<10,,45
UCMC,all_icu_adult,19057,2019,<10,<10,,40
UCMC,all_icu_adult,19057,2021,<10,<10,,62
UCMC,all_icu_adult,19057,2022,<10,<10,,64
UCMC,all_icu_adult,19057,2024,<10,<10,,85
UCMC,all_icu_adult,19061,2021,<10,<10,,62
UCMC,all_icu_adult,19095,2018,<10,<10,,46
UCMC,all_icu_adult,19095,2023,<10,<10,,63
UCMC,all_icu_adult,19103,2020,<10,<10,,45
UCMC,all_icu_adult,19103,2021,<10,<10,,62
UCMC,all_icu_adult,19111,2019,<10,<10,,40
UCMC,all_icu_adult,19111,2020,<10,<10,,45
UCMC,all_icu_adult,19111,2023,<10,<10,,63
UCMC,all_icu_adult,19113,2019,<10,<10,,40
UCMC,all_icu_adult,19113,2020,<10,<10,,45
UCMC,all_icu_adult,19113,2022,<10,<10,,64
UCMC,all_icu_adult,19121,2021,<10,<10,,62
UCMC,all_icu_adult,19139,2021,<10,<10,,62
UCMC,all_icu_adult,19153,2018,<10,<10,,46
UCMC,all_icu_adult,19153,2019,<10,<10,,40
UCMC,all_icu_adult,19153,2020,<10,<10,,45
UCMC,all_icu_adult,19153,2021,<10,<10,,62
UCMC,all_icu_adult,19153,2022,<10,<10,,64
UCMC,all_icu_adult,19153,2023,<10,<10,,63
UCMC,all_icu_adult,19153,2024,<10,<10,,85
UCMC,all_icu_adult,19163,2018,<10,<10,,46
UCMC,all_icu_adult,19163,2019,<10,<10,,40
UCMC,all_icu_adult,19163,2020,<10,<10,,45
UCMC,all_icu_adult,19163,2021,<10,<10,,62
UCMC,all_icu_adult,19163,2022,<10,<10,,64
UCMC,all_icu_adult,19163,2023,<10,<10,,63
UCMC,all_icu_adult,19169,2022,<10,<10,,64
UCMC,all_icu_adult,19171,2021,<10,<10,,62
UCMC,all_icu_adult,19175,2021,<10,<10,,62
UCMC,all_icu_adult,19183,2019,<10,<10,,40
UCMC,all_icu_adult,19193,2018,<10,<10,,46
UCMC,all_icu_adult,19193,2021,<10,<10,,62
UCMC,all_icu_adult,20091,2018,<10,<10,,46
UCMC,all_icu_adult,20091,2021,<10,<10,,62
UCMC,all_icu_adult,20091,2023,<10,<10,,63
UCMC,all_icu_adult,20103,2021,<10,<10,,62
UCMC,all_icu_adult,21015,2020,<10,<10,,45
UCMC,all_icu_adult,21015,2022,<10,<10,,64
UCMC,all_icu_adult,21067,2023,<10,<10,,63
UCMC,all_icu_adult,21093,2019,<10,<10,,40
UCMC,all_icu_adult,21111,2018,<10,<10,,46
UCMC,all_icu_adult,21111,2024,<10,<10,,85
UCMC,all_icu_adult,21157,2021,<10,<10,,62
UCMC,all_icu_adult,21173,2024,<10,<10,,85
UCMC,all_icu_adult,21179,2022,<10,<10,,64
UCMC,all_icu_adult,21205,2021,<10,<10,,62
UCMC,all_icu_adult,21205,2024,<10,<10,,85
UCMC,all_icu_adult,22017,2022,<10,<10,,64
UCMC,all_icu_adult,22033,2018,<10,<10,,46
UCMC,all_icu_adult,22033,2020,<10,<10,,45
UCMC,all_icu_adult,22045,2023,<10,<10,,63
UCMC,all_icu_adult,22051,2023,<10,<10,,63
UCMC,all_icu_adult,22103,2019,<10,<10,,40
UCMC,all_icu_adult,23005,2022,<10,<10,,64
UCMC,all_icu_adult,23031,2022,<10,<10,,64
UCMC,all_icu_adult,24003,2019,<10,<10,,40
UCMC,all_icu_adult,24003,2023,<10,<10,,63
UCMC,all_icu_adult,24005,2018,<10,<10,,46
UCMC,all_icu_adult,24013,2020,<10,<10,,45
UCMC,all_icu_adult,24017,2021,<10,<10,,62
UCMC,all_icu_adult,24027,2021,<10,<10,,62
UCMC,all_icu_adult,24027,2022,<10,<10,,64
UCMC,all_icu_adult,24027,2024,<10,<10,,85
UCMC,all_icu_adult,24031,2019,<10,<10,,40
UCMC,all_icu_adult,24031,2022,<10,<10,,64
UCMC,all_icu_adult,24031,2023,<10,<10,,63
UCMC,all_icu_adult,24031,2024,<10,<10,,85
UCMC,all_icu_adult,24033,2018,<10,<10,,46
UCMC,all_icu_adult,24033,2019,<10,<10,,40
UCMC,all_icu_adult,24033,2022,<10,<10,,64
UCMC,all_icu_adult,24033,2024,<10,<10,,85
UCMC,all_icu_adult,24510,2023,<10,<10,,63
UCMC,all_icu_adult,24510,2024,<10,<10,,85
UCMC,all_icu_adult,25009,2023,<10,<10,,63
UCMC,all_icu_adult,25009,2024,<10,<10,,85
UCMC,all_icu_adult,25011,2021,<10,<10,,62
UCMC,all_icu_adult,25013,2020,<10,<10,,45
UCMC,all_icu_adult,25015,2020,<10,<10,,45
UCMC,all_icu_adult,25017,2018,<10,<10,,46
UCMC,all_icu_adult,25017,2019,<10,<10,,40
UCMC,all_icu_adult,25017,2021,<10,<10,,62
UCMC,all_icu_adult,25017,2022,<10,<10,,64
UCMC,all_icu_adult,25021,2019,<10,<10,,40
UCMC,all_icu_adult,25025,2022,<10,<10,,64
UCMC,all_icu_adult,25027,2018,<10,<10,,46
UCMC,all_icu_adult,25027,2020,<10,<10,,45
UCMC,all_icu_adult,25027,2022,<10,<10,,64
UCMC,all_icu_adult,26005,2018,<10,<10,,46
UCMC,all_icu_adult,26005,2020,<10,<10,,45
UCMC,all_icu_adult,26005,2021,<10,<10,,62
UCMC,all_icu_adult,26009,2022,<10,<10,,64
UCMC,all_icu_adult,26009,2024,<10,<10,,85
UCMC,all_icu_adult,26015,2018,<10,<10,,46
UCMC,all_icu_adult,26015,2024,<10,<10,,85
UCMC,all_icu_adult,26017,2024,<10,<10,,85
UCMC,all_icu_adult,26019,2022,<10,<10,,64
UCMC,all_icu_adult,26021,2018,25,<10,,46
UCMC,all_icu_adult,26021,2019,21,<10,,40
UCMC,all_icu_adult,26021,2020,10,<10,,45
UCMC,all_icu_adult,26021,2021,21,<10,,62
UCMC,all_icu_adult,26021,2022,<10,<10,,64
UCMC,all_icu_adult,26021,2023,16,<10,,63
UCMC,all_icu_adult,26021,2024,14,<10,,85
UCMC,all_icu_adult,26025,2018,<10,<10,,46
UCMC,all_icu_adult,26025,2023,<10,<10,,63
UCMC,all_icu_adult,26025,2024,<10,<10,,85
UCMC,all_icu_adult,26027,2018,<10,<10,,46
UCMC,all_icu_adult,26027,2019,<10,<10,,40
UCMC,all_icu_adult,26027,2020,<10,<10,,45
UCMC,all_icu_adult,26027,2021,<10,<10,,62
UCMC,all_icu_adult,26027,2022,<10,<10,,64
UCMC,all_icu_adult,26027,2023,<10,<10,,63
UCMC,all_icu_adult,26027,2024,<10,<10,,85
UCMC,all_icu_adult,26029,2018,<10,<10,,46
UCMC,all_icu_adult,26029,2019,<10,<10,,40
UCMC,all_icu_adult,26037,2021,<10,<10,,62
UCMC,all_icu_adult,26039,2023,<10,<10,,63
UCMC,all_icu_adult,26041,2024,<10,<10,,85
UCMC,all_icu_adult,26043,2021,<10,<10,,62
UCMC,all_icu_adult,26045,2018,<10,<10,,46
UCMC,all_icu_adult,26047,2021,<10,<10,,62
UCMC,all_icu_adult,26047,2023,<10,<10,,63
UCMC,all_icu_adult,26047,2024,<10,<10,,85
UCMC,all_icu_adult,26049,2018,<10,<10,,46
UCMC,all_icu_adult,26049,2019,<10,<10,,40
UCMC,all_icu_adult,26049,2023,<10,<10,,63
UCMC,all_icu_adult,26065,2018,<10,<10,,46
UCMC,all_icu_adult,26065,2019,<10,<10,,40
UCMC,all_icu_adult,26065,2022,<10,<10,,64
UCMC,all_icu_adult,26065,2024,<10,<10,,85
UCMC,all_icu_adult,26067,2018,<10,<10,,46
UCMC,all_icu_adult,26069,2018,<10,<10,,46
UCMC,all_icu_adult,26071,2018,<10,<10,,46
UCMC,all_icu_adult,26071,2020,<10,<10,,45
UCMC,all_icu_adult,26075,2024,<10,<10,,85
UCMC,all_icu_adult,26077,2020,<10,<10,,45
UCMC,all_icu_adult,26077,2021,<10,<10,,62
UCMC,all_icu_adult,26077,2022,<10,<10,,64
UCMC,all_icu_adult,26077,2023,<10,<10,,63
UCMC,all_icu_adult,26079,2024,<10,<10,,85
UCMC,all_icu_adult,26081,2018,<10,<10,,46
UCMC,all_icu_adult,26081,2019,<10,<10,,40
UCMC,all_icu_adult,26081,2020,<10,<10,,45
UCMC,all_icu_adult,26081,2021,<10,<10,,62
UCMC,all_icu_adult,26081,2022,<10,<10,,64
UCMC,all_icu_adult,26081,2023,<10,<10,,63
UCMC,all_icu_adult,26081,2024,<10,<10,,85
UCMC,all_icu_adult,26083,2018,<10,<10,,46
UCMC,all_icu_adult,26085,2022,<10,<10,,64
UCMC,all_icu_adult,26089,2023,<10,<10,,63
UCMC,all_icu_adult,26093,2019,<10,<10,,40
UCMC,all_icu_adult,26099,2018,<10,<10,,46
UCMC,all_icu_adult,26099,2019,<10,<10,,40
UCMC,all_icu_adult,26099,2020,<10,<10,,45
UCMC,all_icu_adult,26099,2022,<10,<10,,64
UCMC,all_icu_adult,26099,2024,<10,<10,,85
UCMC,all_icu_adult,26101,2022,<10,<10,,64
UCMC,all_icu_adult,26103,2024,<10,<10,,85
UCMC,all_icu_adult,26105,2021,<10,<10,,62
UCMC,all_icu_adult,26107,2018,<10,<10,,46
UCMC,all_icu_adult,26111,2018,<10,<10,,46
UCMC,all_icu_adult,26111,2019,<10,<10,,40
UCMC,all_icu_adult,26121,2020,<10,<10,,45
UCMC,all_icu_adult,26121,2022,<10,<10,,64
UCMC,all_icu_adult,26125,2018,<10,<10,,46
UCMC,all_icu_adult,26125,2019,<10,<10,,40
UCMC,all_icu_adult,26125,2021,<10,<10,,62
UCMC,all_icu_adult,26125,2022,<10,<10,,64
UCMC,all_icu_adult,26125,2023,<10,<10,,63
UCMC,all_icu_adult,26127,2020,<10,<10,,45
UCMC,all_icu_adult,26139,2018,<10,<10,,46
UCMC,all_icu_adult,26139,2019,<10,<10,,40
UCMC,all_icu_adult,26139,2022,<10,<10,,64
UCMC,all_icu_adult,26139,2023,<10,<10,,63
UCMC,all_icu_adult,26139,2024,<10,<10,,85
UCMC,all_icu_adult,26145,2018,<10,<10,,46
UCMC,all_icu_adult,26145,2020,<10,<10,,45
UCMC,all_icu_adult,26145,2023,<10,<10,,63
UCMC,all_icu_adult,26149,2018,<10,<10,,46
UCMC,all_icu_adult,26149,2019,<10,<10,,40
UCMC,all_icu_adult,26159,2018,<10,<10,,46
UCMC,all_icu_adult,26159,2021,<10,<10,,62
UCMC,all_icu_adult,26159,2022,<10,<10,,64
UCMC,all_icu_adult,26159,2023,<10,<10,,63
UCMC,all_icu_adult,26161,2018,<10,<10,,46
UCMC,all_icu_adult,26161,2021,<10,<10,,62
UCMC,all_icu_adult,26163,2018,<10,<10,,46
UCMC,all_icu_adult,26163,2019,<10,<10,,40
UCMC,all_icu_adult,26163,2020,<10,<10,,45
UCMC,all_icu_adult,26163,2021,<10,<10,,62
UCMC,all_icu_adult,26163,2022,<10,<10,,64
UCMC,all_icu_adult,26163,2023,<10,<10,,63
UCMC,all_icu_adult,26165,2021,<10,<10,,62
UCMC,all_icu_adult,27011,2021,<10,<10,,62
UCMC,all_icu_adult,27037,2020,<10,<10,,45
UCMC,all_icu_adult,27037,2021,<10,<10,,62
UCMC,all_icu_adult,27037,2024,<10,<10,,85
UCMC,all_icu_adult,27039,2019,<10,<10,,40
UCMC,all_icu_adult,27047,2022,<10,<10,,64
UCMC,all_icu_adult,27049,2019,<10,<10,,40
UCMC,all_icu_adult,27053,2018,<10,<10,,46
UCMC,all_icu_adult,27053,2019,<10,<10,,40
UCMC,all_icu_adult,27053,2021,<10,<10,,62
UCMC,all_icu_adult,27053,2022,<10,<10,,64
UCMC,all_icu_adult,27053,2023,<10,<10,,63
UCMC,all_icu_adult,27053,2024,<10,<10,,85
UCMC,all_icu_adult,27055,2019,<10,<10,,40
UCMC,all_icu_adult,27055,2020,<10,<10,,45
UCMC,all_icu_adult,27103,2024,<10,<10,,85
UCMC,all_icu_adult,27109,2021,<10,<10,,62
UCMC,all_icu_adult,27111,2023,<10,<10,,63
UCMC,all_icu_adult,27123,2021,<10,<10,,62
UCMC,all_icu_adult,27123,2024,<10,<10,,85
UCMC,all_icu_adult,27131,2018,<10,<10,,46
UCMC,all_icu_adult,27131,2021,<10,<10,,62
UCMC,all_icu_adult,27139,2020,<10,<10,,45
UCMC,all_icu_adult,27145,2018,<10,<10,,46
UCMC,all_icu_adult,27145,2022,<10,<10,,64
UCMC,all_icu_adult,27169,2018,<10,<10,,46
UCMC,all_icu_adult,28015,2019,<10,<10,,40
UCMC,all_icu_adult,28015,2020,<10,<10,,45
UCMC,all_icu_adult,28025,2024,<10,<10,,85
UCMC,all_icu_adult,28033,2018,<10,<10,,46
UCMC,all_icu_adult,28033,2023,<10,<10,,63
UCMC,all_icu_adult,28039,2023,<10,<10,,63
UCMC,all_icu_adult,28087,2020,<10,<10,,45
UCMC,all_icu_adult,28089,2019,<10,<10,,40
UCMC,all_icu_adult,28089,2024,<10,<10,,85
UCMC,all_icu_adult,28093,2022,<10,<10,,64
UCMC,all_icu_adult,28121,2022,<10,<10,,64
UCMC,all_icu_adult,28131,2022,<10,<10,,64
UCMC,all_icu_adult,28151,2023,<10,<10,,63
UCMC,all_icu_adult,28163,2021,<10,<10,,62
UCMC,all_icu_adult,29009,2021,<10,<10,,62
UCMC,all_icu_adult,29009,2023,<10,<10,,63
UCMC,all_icu_adult,29019,2018,<10,<10,,46
UCMC,all_icu_adult,29019,2019,<10,<10,,40
UCMC,all_icu_adult,29023,2018,<10,<10,,46
UCMC,all_icu_adult,29023,2022,<10,<10,,64
UCMC,all_icu_adult,29029,2022,<10,<10,,64
UCMC,all_icu_adult,29037,2020,<10,<10,,45
UCMC,all_icu_adult,29037,2022,<10,<10,,64
UCMC,all_icu_adult,29037,2023,<10,<10,,63
UCMC,all_icu_adult,29043,2018,<10,<10,,46
UCMC,all_icu_adult,29043,2019,<10,<10,,40
UCMC,all_icu_adult,29043,2022,<10,<10,,64
UCMC,all_icu_adult,29047,2018,<10,<10,,46
UCMC,all_icu_adult,29047,2024,<10,<10,,85
UCMC,all_icu_adult,29051,2019,<10,<10,,40
UCMC,all_icu_adult,29071,2020,<10,<10,,45
UCMC,all_icu_adult,29077,2018,<10,<10,,46
UCMC,all_icu_adult,29077,2019,<10,<10,,40
UCMC,all_icu_adult,29077,2020,<10,<10,,45
UCMC,all_icu_adult,29077,2021,<10,<10,,62
UCMC,all_icu_adult,29077,2022,<10,<10,,64
UCMC,all_icu_adult,29077,2023,<10,<10,,63
UCMC,all_icu_adult,29077,2024,<10,<10,,85
UCMC,all_icu_adult,29095,2021,<10,<10,,62
UCMC,all_icu_adult,29095,2022,<10,<10,,64
UCMC,all_icu_adult,29095,2023,<10,<10,,63
UCMC,all_icu_adult,29097,2023,<10,<10,,63
UCMC,all_icu_adult,29109,2022,<10,<10,,64
UCMC,all_icu_adult,29127,2019,<10,<10,,40
