site_name,population_id,county_fips,admit_year,hospitalizations,deaths,mortality_pct,missing_county_hospitalizations
UCMC,all_icu_adult,12031,2019,<10,<10,,40
UCMC,all_icu_adult,12031,2021,<10,<10,,62
UCMC,all_icu_adult,12031,2022,<10,<10,,64
UCMC,all_icu_adult,12031,2023,<10,<10,,63
UCMC,all_icu_adult,12031,2024,<10,<10,,85
UCMC,all_icu_adult,12033,2018,<10,<10,,46
UCMC,all_icu_adult,12035,2018,<10,<10,,46
UCMC,all_icu_adult,12035,2019,<10,<10,,40
UCMC,all_icu_adult,12053,2019,<10,<10,,40
UCMC,all_icu_adult,12053,2020,<10,<10,,45
UCMC,all_icu_adult,12055,2020,<10,<10,,45
UCMC,all_icu_adult,12057,2018,<10,<10,,46
UCMC,all_icu_adult,12057,2019,<10,<10,,40
UCMC,all_icu_adult,12057,2021,<10,<10,,62
UCMC,all_icu_adult,12057,2023,<10,<10,,63
UCMC,all_icu_adult,12061,2021,<10,<10,,62
UCMC,all_icu_adult,12061,2023,<10,<10,,63
UCMC,all_icu_adult,12063,2020,<10,<10,,45
UCMC,all_icu_adult,12069,2021,<10,<10,,62
UCMC,all_icu_adult,12071,2018,<10,<10,,46
UCMC,all_icu_adult,12071,2020,<10,<10,,45
UCMC,all_icu_adult,12071,2022,<10,<10,,64
UCMC,all_icu_adult,12071,2023,<10,<10,,63
UCMC,all_icu_adult,12071,2024,<10,<10,,85
UCMC,all_icu_adult,12073,2018,<10,<10,,46
UCMC,all_icu_adult,12073,2020,<10,<10,,45
UCMC,all_icu_adult,12073,2022,<10,<10,,64
UCMC,all_icu_adult,12081,2018,<10,<10,,46
UCMC,all_icu_adult,12081,2022,<10,<10,,64
UCMC,all_icu_adult,12081,2024,<10,<10,,85
UCMC,all_icu_adult,12083,2018,<10,<10,,46
UCMC,all_icu_adult,12083,2019,<10,<10,,40
UCMC,all_icu_adult,12083,2024,<10,<10,,85
UCMC,all_icu_adult,12085,2022,<10,<10,,64
UCMC,all_icu_adult,12086,2020,<10,<10,,45
UCMC,all_icu_adult,12086,2022,<10,<10,,64
UCMC,all_icu_adult,12086,2024,<10,<10,,85
UCMC,all_icu_adult,12087,2018,<10,<10,,46
UCMC,all_icu_adult,12087,2021,<10,<10,,62
UCMC,all_icu_adult,12091,2024,<10,<10,,85
UCMC,all_icu_adult,12095,2019,<10,<10,,40
UCMC,all_icu_adult,12095,2021,<10,<10,,62
UCMC,all_icu_adult,12095,2022,<10,<10,,64
UCMC,all_icu_adult,12095,2023,<10,<10,,63
UCMC,all_icu_adult,12097,2019,<10,<10,,40
UCMC,all_icu_adult,12097,2022,<10,<10,,64
UCMC,all_icu_adult,12099,2019,<10,<10,,40
UCMC,all_icu_adult,12099,2020,<10,<10,,45
UCMC,all_icu_adult,12099,2021,<10,<10,,62
UCMC,all_icu_adult,12099,2022,<10,<10,,64
UCMC,all_icu_adult,12099,2024,<10,<10,,85
UCMC,all_icu_adult,12101,2023,<10,<10,,63
UCMC,all_icu_adult,12103,2019,<10,<10,,40
UCMC,all_icu_adult,12103,2021,<10,<10,,62
UCMC,all_icu_adult,12103,2022,<10,<10,,64
UCMC,all_icu_adult,12103,2023,<10,<10,,63
UCMC,all_icu_adult,12103,2024,<10,<10,,85
UCMC,all_icu_adult,12105,2019,<10,<10,,40
UCMC,all_icu_adult,12109,2020,<10,<10,,45
UCMC,all_icu_adult,12115,2021,<10,<10,,62
UCMC,all_icu_adult,12117,2020,<10,<10,,45
UCMC,all_icu_adult,12117,2022,<10,<10,,64
UCMC,all_icu_adult,12119,2022,<10,<10,,64
UCMC,all_icu_adult,12127,2019,<10,<10,,40
UCMC,all_icu_adult,12127,2021,<10,<10,,62
UCMC,all_icu_adult,12131,2022,<10,<10,,64
UCMC,all_icu_adult,13015,2020,<10,<10,,45
UCMC,all_icu_adult,13023,2021,<10,<10,,62
UCMC,all_icu_adult,13063,2019,<10,<10,,40
UCMC,all_icu_adult,13067,2018,<10,<10,,46
UCMC,all_icu_adult,13067,2019,<10,<10,,40
UCMC,all_icu_adult,13067,2020,<10,<10,,45
UCMC,all_icu_adult,13089,2021,<10,<10,,62
UCMC,all_icu_adult,13097,2020,<10,<10,,45
UCMC,all_icu_adult,13113,2022,<10,<10,,64
UCMC,all_icu_adult,13117,2021,<10,<10,,62
UCMC,all_icu_adult,13121,2018,<10,<10,,46
UCMC,all_icu_adult,13121,2022,<10,<10,,64
UCMC,all_icu_adult,13121,2023,<10,<10,,63
UCMC,all_icu_adult,13135,2020,<10,<10,,45
UCMC,all_icu_adult,13135,2023,<10,<10,,63
UCMC,all_icu_adult,13153,2018,<10,<10,,46
UCMC,all_icu_adult,13153,2024,<10,<10,,85
UCMC,all_icu_adult,13223,2023,<10,<10,,63
UCMC,all_icu_adult,13243,2021,<10,<10,,62
UCMC,all_icu_adult,13245,2018,<10,<10,,46
UCMC,all_icu_adult,13247,2018,<10,<10,,46
UCMC,all_icu_adult,13297,2023,<10,<10,,63
UCMC,all_icu_adult,15003,2021,<10,<10,,62
UCMC,all_icu_adult,15003,2023,<10,<10,,63
UCMC,all_icu_adult,15009,2020,<10,<10,,45
UCMC,all_icu_adult,16001,2019,<10,<10,,40
UCMC,all_icu_adult,16001,2023,<10,<10,,63
UCMC,all_icu_adult,16001,2024,<10,<10,,85
UCMC,all_icu_adult,16039,2019,<10,<10,,40
UCMC,all_icu_adult,17001,2018,<10,<10,,46
UCMC,all_icu_adult,17001,2019,<10,<10,,40
UCMC,all_icu_adult,17001,2022,<10,<10,,64
UCMC,all_icu_adult,17007,2018,<10,<10,,46
UCMC,all_icu_adult,17007,2019,<10,<10,,40
UCMC,all_icu_adult,17007,2021,<10,<10,,62
UCMC,all_icu_adult,17007,2022,<10,<10,,64
UCMC,all_icu_adult,17007,2023,<10,<10,,63
UCMC,all_icu_adult,17007,2024,<10,<10,,85
UCMC,all_icu_adult,17009,2022,<10,<10,,64
UCMC,all_icu_adult,17011,2019,<10,<10,,40
UCMC,all_icu_adult,17011,2020,<10,<10,,45
UCMC,all_icu_adult,17011,2021,<10,<10,,62
UCMC,all_icu_adult,17011,2023,<10,<10,,63
UCMC,all_icu_adult,17011,2024,<10,<10,,85
UCMC,all_icu_adult,17013,2018,<10,<10,,46
UCMC,all_icu_adult,17015,2018,<10,<10,,46
UCMC,all_icu_adult,17015,2020,<10,<10,,45
UCMC,all_icu_adult,17015,2021,<10,<10,,62
UCMC,all_icu_adult,17017,2020,<10,<10,,45
UCMC,all_icu_adult,17017,2022,<10,<10,,64
UCMC,all_icu_adult,17019,2018,<10,<10,,46
UCMC,all_icu_adult,17019,2019,14,<10,,40
UCMC,all_icu_adult,17019,2020,<10,<10,,45
UCMC,all_icu_adult,17019,2021,<10,<10,,62
UCMC,all_icu_adult,17019,2022,11,<10,,64
UCMC,all_icu_adult,17019,2023,<10,<10,,63
UCMC,all_icu_adult,17019,2024,12,<10,,85
UCMC,all_icu_adult,17021,2018,<10,<10,,46
UCMC,all_icu_adult,17021,2019,<10,<10,,40
UCMC,all_icu_adult,17021,2020,<10,<10,,45
UCMC,all_icu_adult,17021,2022,<10,<10,,64
UCMC,all_icu_adult,17023,2022,<10,<10,,64
UCMC,all_icu_adult,17029,2018,<10,<10,,46
UCMC,all_icu_adult,17029,2019,<10,<10,,40
UCMC,all_icu_adult,17029,2020,<10,<10,,45
UCMC,all_icu_adult,17029,2021,<10,<10,,62
UCMC,all_icu_adult,17029,2022,<10,<10,,64
UCMC,all_icu_adult,17029,2023,<10,<10,,63
UCMC,all_icu_adult,17031,2018,4033,441,,46
UCMC,all_icu_adult,17031,2019,4178,495,,40
UCMC,all_icu_adult,17031,2020,4335,666,,45
UCMC,all_icu_adult,17031,2021,4572,713,,62
UCMC,all_icu_adult,17031,2022,4052,667,,64
UCMC,all_icu_adult,17031,2023,4098,646,,63
UCMC,all_icu_adult,17031,2024,4273,632,,85
UCMC,all_icu_adult,17031,2025,<10,<10,,<10
UCMC,all_icu_adult,17033,2018,<10,<10,,46
UCMC,all_icu_adult,17033,2019,<10,<10,,40
UCMC,all_icu_adult,17033,2023,<10,<10,,63
UCMC,all_icu_adult,17035,2018,<10,<10,,46
UCMC,all_icu_adult,17035,2019,<10,<10,,40
UCMC,all_icu_adult,17037,2018,<10,<10,,46
UCMC,all_icu_adult,17037,2019,<10,<10,,40
UCMC,all_icu_adult,17037,2020,<10,<10,,45
UCMC,all_icu_adult,17037,2021,<10,<10,,62
UCMC,all_icu_adult,17037,2022,<10,<10,,64
UCMC,all_icu_adult,17037,2023,<10,<10,,63
UCMC,all_icu_adult,17037,2024,<10,<10,,85
UCMC,all_icu_adult,17039,2020,<10,<10,,45
UCMC,all_icu_adult,17039,2022,<10,<10,,64
UCMC,all_icu_adult,17039,2024,<10,<10,,85
UCMC,all_icu_adult,17041,2018,<10,<10,,46
UCMC,all_icu_adult,17041,2023,<10,<10,,63
UCMC,all_icu_adult,17043,2018,132,15,,46
UCMC,all_icu_adult,17043,2019,113,14,,40
UCMC,all_icu_adult,17043,2020,96,12,,45
UCMC,all_icu_adult,17043,2021,111,10,,62
UCMC,all_icu_adult,17043,2022,123,12,,64
UCMC,all_icu_adult,17043,2023,184,26,,63
UCMC,all_icu_adult,17043,2024,186,24,,85
UCMC,all_icu_adult,17043,2025,<10,<10,,<10
UCMC,all_icu_adult,17045,2019,<10,<10,,40
UCMC,all_icu_adult,17045,2021,<10,<10,,62
UCMC,all_icu_adult,17045,2022,<10,<10,,64
UCMC,all_icu_adult,17049,2018,<10,<10,,46
UCMC,all_icu_adult,17049,2019,<10,<10,,40
UCMC,all_icu_adult,17049,2020,<10,<10,,45
UCMC,all_icu_adult,17049,2021,<10,<10,,62
UCMC,all_icu_adult,17049,2023,<10,<10,,63
UCMC,all_icu_adult,17049,2024,<10,<10,,85
UCMC,all_icu_adult,17051,2018,<10,<10,,46
UCMC,all_icu_adult,17053,2018,<10,<10,,46
UCMC,all_icu_adult,17053,2019,<10,<10,,40
UCMC,all_icu_adult,17053,2020,<10,<10,,45
UCMC,all_icu_adult,17053,2021,<10,<10,,62
UCMC,all_icu_adult,17053,2022,<10,<10,,64
UCMC,all_icu_adult,17053,2023,<10,<10,,63
UCMC,all_icu_adult,17053,2024,<10,<10,,85
UCMC,all_icu_adult,17057,2018,<10,<10,,46
UCMC,all_icu_adult,17057,2019,<10,<10,,40
UCMC,all_icu_adult,17057,2021,<10,<10,,62
UCMC,all_icu_adult,17061,2024,<10,<10,,85
UCMC,all_icu_adult,17063,2018,10,<10,,46
UCMC,all_icu_adult,17063,2019,11,<10,,40
UCMC,all_icu_adult,17063,2020,<10,<10,,45
UCMC,all_icu_adult,17063,2021,<10,<10,,62
UCMC,all_icu_adult,17063,2022,<10,<10,,64
UCMC,all_icu_adult,17063,2023,11,<10,,63
UCMC,all_icu_adult,17063,2024,15,<10,,85
UCMC,all_icu_adult,17065,2023,<10,<10,,63
UCMC,all_icu_adult,17071,2023,<10,<10,,63
UCMC,all_icu_adult,17071,2024,<10,<10,,85
UCMC,all_icu_adult,17073,2018,<10,<10,,46
UCMC,all_icu_adult,17073,2019,<10,<10,,40
UCMC,all_icu_adult,17073,2020,<10,<10,,45
UCMC,all_icu_adult,17073,2021,<10,<10,,62
UCMC,all_icu_adult,17073,2022,<10,<10,,64
UCMC,all_icu_adult,17075,2018,15,<10,,46
UCMC,all_icu_adult,17075,2019,11,<10,,40
UCMC,all_icu_adult,17075,2020,10,<10,,45
UCMC,all_icu_adult,17075,2021,<10,<10,,62
UCMC,all_icu_adult,17075,2022,<10,<10,,64
UCMC,all_icu_adult,17075,2023,<10,<10,,63
UCMC,all_icu_adult,17075,2024,11,<10,,85
UCMC,all_icu_adult,17077,2018,<10,<10,,46
UCMC,all_icu_adult,17077,2019,<10,<10,,40
UCMC,all_icu_adult,17077,2020,<10,<10,,45
UCMC,all_icu_adult,17077,2023,<10,<10,,63
UCMC,all_icu_adult,17077,2024,<10,<10,,85
UCMC,all_icu_adult,17079,2022,<10,<10,,64
UCMC,all_icu_adult,17081,2022,<10,<10,,64
UCMC,all_icu_adult,17081,2024,<10,<10,,85
UCMC,all_icu_adult,17085,2020,<10,<10,,45
UCMC,all_icu_adult,17085,2021,<10,<10,,62
UCMC,all_icu_adult,17085,2022,<10,<10,,64
UCMC,all_icu_adult,17085,2023,<10,<10,,63
UCMC,all_icu_adult,17089,2018,46,<10,,46
UCMC,all_icu_adult,17089,2019,38,<10,,40
UCMC,all_icu_adult,17089,2020,45,<10,,45
UCMC,all_icu_adult,17089,2021,39,<10,,62
UCMC,all_icu_adult,17089,2022,57,10,,64
UCMC,all_icu_adult,17089,2023,39,<10,,63
UCMC,all_icu_adult,17089,2024,56,<10,,85
UCMC,all_icu_adult,17091,2018,61,<10,,46
UCMC,all_icu_adult,17091,2019,46,<10,,40
UCMC,all_icu_adult,17091,2020,42,<10,,45
UCMC,all_icu_adult,17091,2021,51,<10,,62
UCMC,all_icu_adult,17091,2022,50,<10,,64
UCMC,all_icu_adult,17091,2023,58,<10,,63
UCMC,all_icu_adult,17091,2024,64,<10,,85
UCMC,all_icu_adult,17093,2018,10,<10,,46
UCMC,all_icu_adult,17093,2019,17,<10,,40
UCMC,all_icu_adult,17093,2020,17,<10,,45
UCMC,all_icu_adult,17093,2021,17,<10,,62
UCMC,all_icu_adult,17093,2022,12,<10,,64
UCMC,all_icu_adult,17093,2023,<10,<10,,63
UCMC,all_icu_adult,17093,2024,13,<10,,85
UCMC,all_icu_adult,17095,2018,<10,<10,,46
UCMC,all_icu_adult,17095,2019,<10,<10,,40
UCMC,all_icu_adult,17097,2018,55,<10,,46
UCMC,all_icu_adult,17097,2019,61,<10,,40
UCMC,all_icu_adult,17097,2020,58,<10,,45
UCMC,all_icu_adult,17097,2021,58,10,,62
UCMC,all_icu_adult,17097,2022,83,<10,,64
UCMC,all_icu_adult,17097,2023,56,<10,,63
UCMC,all_icu_adult,17097,2024,69,12,,85
UCMC,all_icu_adult,17099,2018,17,<10,,46
UCMC,all_icu_adult,17099,2019,11,<10,,40
UCMC,all_icu_adult,17099,2020,14,<10,,45
UCMC,all_icu_adult,17099,2021,<10,<10,,62
UCMC,all_icu_adult,17099,2022,<10,<10,,64
UCMC,all_icu_adult,17099,2023,11,<10,,63
UCMC,all_icu_adult,17099,2024,<10,<10,,85
UCMC,all_icu_adult,17103,2018,<10,<10,,46
UCMC,all_icu_adult,17103,2019,<10,<10,,40
UCMC,all_icu_adult,17103,2020,<10,<10,,45
UCMC,all_icu_adult,17103,2022,<10,<10,,64
UCMC,all_icu_adult,17103,2023,<10,<10,,63
UCMC,all_icu_adult,17103,2024,<10,<10,,85
UCMC,all_icu_adult,17105,2018,<10,<10,,46
UCMC,all_icu_adult,17105,2019,<10,<10,,40
UCMC,all_icu_adult,17105,2020,<10,<10,,45
UCMC,all_icu_adult,17105,2021,<10,<10,,62
UCMC,all_icu_adult,17105,2022,<10,<10,,64
UCMC,all_icu_adult,17105,2023,<10,<10,,63
UCMC,all_icu_adult,17105,2024,<10,<10,,85
UCMC,all_icu_adult,17107,2018,<10,<10,,46
UCMC,all_icu_adult,17107,2019,<10,<10,,40
UCMC,all_icu_adult,17107,2020,<10,<10,,45
UCMC,all_icu_adult,17107,2021,<10,<10,,62
UCMC,all_icu_adult,17107,2023,<10,<10,,63
UCMC,all_icu_adult,17109,2018,<10,<10,,46
UCMC,all_icu_adult,17109,2019,<10,<10,,40
UCMC,all_icu_adult,17109,2022,<10,<10,,64
UCMC,all_icu_adult,17109,2023,<10,<10,,63
UCMC,all_icu_adult,17109,2024,<10,<10,,85
UCMC,all_icu_adult,17111,2018,17,<10,,46
UCMC,all_icu_adult,17111,2019,24,<10,,40
UCMC,all_icu_adult,17111,2020,24,<10,,45
UCMC,all_icu_adult,17111,2021,15,<10,,62
UCMC,all_icu_adult,17111,2022,22,<10,,64
UCMC,all_icu_adult,17111,2023,26,<10,,63
UCMC,all_icu_adult,17111,2024,24,<10,,85
UCMC,all_icu_adult,17113,2018,15,<10,,46
UCMC,all_icu_adult,17113,2019,<10,<10,,40
UCMC,all_icu_adult,17113,2020,10,<10,,45
UCMC,all_icu_adult,17113,2021,<10,<10,,62
UCMC,all_icu_adult,17113,2022,<10,<10,,64
UCMC,all_icu_adult,17113,2023,<10,<10,,63
UCMC,all_icu_adult,17113,2024,<10,<10,,85
UCMC,all_icu_adult,17115,2018,<10,<10,,46
UCMC,all_icu_adult,17115,2019,10,<10,,40
UCMC,all_icu_adult,17115,2020,<10,<10,,45
UCMC,all_icu_adult,17115,2021,12,<10,,62
UCMC,all_icu_adult,17115,2022,<10,<10,,64
UCMC,all_icu_adult,17115,2023,<10,<10,,63
UCMC,all_icu_adult,17115,2024,<10,<10,,85
UCMC,all_icu_adult,17117,2018,<10,<10,,46
UCMC,all_icu_adult,17117,2021,<10,<10,,62
UCMC,all_icu_adult,17117,2022,<10,<10,,64
UCMC,all_icu_adult,17119,2022,<10,<10,,64
UCMC,all_icu_adult,17121,2020,<10,<10,,45
UCMC,all_icu_adult,17121,2021,<10,<10,,62
UCMC,all_icu_adult,17121,2024,<10,<10,,85
UCMC,all_icu_adult,17123,2019,<10,<10,,40
UCMC,all_icu_adult,17123,2021,<10,<10,,62
UCMC,all_icu_adult,17123,2023,<10,<10,,63
UCMC,all_icu_adult,17123,2024,<10,<10,,85
UCMC,all_icu_adult,17125,2018,<10,<10,,46
UCMC,all_icu_adult,17125,2019,<10,<10,,40
UCMC,all_icu_adult,17125,2020,<10,<10,,45
UCMC,all_icu_adult,17127,2019,<10,<10,,40
UCMC,all_icu_adult,17129,2018,<10,<10,,46
UCMC,all_icu_adult,17129,2019,<10,<10,,40
UCMC,all_icu_adult,17131,2018,<10,<10,,46
UCMC,all_icu_adult,17131,2019,<10,<10,,40
UCMC,all_icu_adult,17131,2020,<10,<10,,45
UCMC,all_icu_adult,17135,2018,<10,<10,,46
UCMC,all_icu_adult,17135,2020,<10,<10,,45
UCMC,all_icu_adult,17137,2018,<10,<10,,46
UCMC,all_icu_adult,17137,2019,<10,<10,,40
UCMC,all_icu_adult,17137,2020,<10,<10,,45
UCMC,all_icu_adult,17137,2021,<10,<10,,62
UCMC,all_icu_adult,17137,2022,<10,<10,,64
UCMC,all_icu_adult,17137,2023,<10,<10,,63
UCMC,all_icu_adult,17139,2019,<10,<10,,40
UCMC,all_icu_adult,17139,2020,<10,<10,,45
UCMC,all_icu_adult,17139,2021,<10,<10,,62
UCMC,all_icu_adult,17139,2024,<10,<10,,85
UCMC,all_icu_adult,17141,2018,<10,<10,,46
UCMC,all_icu_adult,17141,2020,<10,<10,,45
UCMC,all_icu_adult,17141,2021,<10,<10,,62
UCMC,all_icu_adult,17141,2022,<10,<10,,64
UCMC,all_icu_adult,17141,2023,<10,<10,,63
UCMC,all_icu_adult,17141,2024,<10,<10,,85
UCMC,all_icu_adult,17143,2018,12,<10,,46
UCMC,all_icu_adult,17143,2019,17,<10,,40
UCMC,all_icu_adult,17143,2020,<10,<10,,45
UCMC,all_icu_adult,17143,2021,11,<10,,62
UCMC,all_icu_adult,17143,2022,12,<10,,64
UCMC,all_icu_adult,17143,2023,<10,<10,,63
UCMC,all_icu_adult,17143,2024,12,<10,,85
UCMC,all_icu_adult,17147,2019,<10,<10,,40
UCMC,all_icu_adult,17147,2024,<10,<10,,85
UCMC,all_icu_adult,17149,2022,<10,<10,,64
UCMC,all_icu_adult,17149,2023,<10,<10,,63
UCMC,all_icu_adult,17149,2024,<10,<10,,85
UCMC,all_icu_adult,17153,2021,<10,<10,,62
UCMC,all_icu_adult,17153,2022,<10,<10,,64
UCMC,all_icu_adult,17155,2019,<10,<10,,40
UCMC,all_icu_adult,17155,2021,<10,<10,,62
UCMC,all_icu_adult,17155,2022,<10,<10,,64
UCMC,all_icu_adult,17155,2023,<10,<10,,63
UCMC,all_icu_adult,17155,2024,<10,<10,,85
UCMC,all_icu_adult,17159,2020,<10,<10,,45
UCMC,all_icu_adult,17161,2018,<10,<10,,46
UCMC,all_icu_adult,17161,2019,<10,<10,,40
UCMC,all_icu_adult,17161,2020,<10,<10,,45
UCMC,all_icu_adult,17161,2021,<10,<10,,62
UCMC,all_icu_adult,17161,2022,<10,<10,,64
UCMC,all_icu_adult,17161,2023,<10,<10,,63
UCMC,all_icu_adult,17161,2024,<10,<10,,85
UCMC,all_icu_adult,17163,2019,<10,<10,,40
UCMC,all_icu_adult,17163,2024,<10,<10,,85
UCMC,all_icu_adult,17165,2019,<10,<10,,40
UCMC,all_icu_adult,17165,2023,<10,<10,,63
UCMC,all_icu_adult,17167,2018,13,<10,,46
UCMC,all_icu_adult,17167,2019,<10,<10,,40
UCMC,all_icu_adult,17167,2020,14,<10,,45
UCMC,all_icu_adult,17167,2021,<10,<10,,62
