site_name,population_id,n_hospitalizations,n_patients,n_with_geo,pct_with_geo,admission_year_min,admission_year_max,death_n,mortality_pct,icu_los_hours_median,icu_los_hours_q3,prolonged_icu_los_n,prolonged_icu_los_pct
UCMC,cardiac_arrest_poa_icu,1530,1518,1515,0.9901960784313726,2018,2024,978,0.6392156862745098,114.09166666666667,238.43333333333334,565,0.369281045751634
