site_name,population_id,n_hospitalizations,n_patients,n_with_geo,pct_with_geo,admission_year_min,admission_year_max,death_n,mortality_pct,icu_los_hours_median,icu_los_hours_q3,prolonged_icu_los_n,prolonged_icu_los_pct
UCMC,cardiac_arrest_poa_icu,1532,1520,1513,0.987597911227154,2018,2024,979,0.6390339425587467,114.09166666666667,238.43333333333334,569,0.3714099216710183
