site_name,population_id,n_hospitalizations,n_patients,n_with_geo,pct_with_geo,admission_year_min,admission_year_max,death_n,mortality_pct,icu_los_hours_median,icu_los_hours_q3,prolonged_icu_los_n,prolonged_icu_los_pct
UCMC,all_icu_adult,41189,33661,40782,0.9901187210177474,2018,2025,5639,0.13690548447401005,57.86666666666667,140.86666666666667,8742,0.21224113234115904
