site_name,population_id,n_hospitalizations,n_patients,n_with_geo,pct_with_geo,admission_year_min,admission_year_max,death_n,mortality_pct,icu_los_hours_median,icu_los_hours_q3,prolonged_icu_los_n,prolonged_icu_los_pct
UCMC,all_icu_adult,41187,33659,40784,0.9902153592152864,2018,2025,5638,0.13688785296331366,57.86666666666667,140.86666666666667,8738,0.21215432053803385
