site_name,population_id,admit_year,age_band,sex_group,state_fips,hospitalizations,deaths,mortality_pct
UCMC,all_icu_adult,2018,40-64,Male,41,<10,<10,
UCMC,all_icu_adult,2018,40-64,Male,45,<10,<10,
UCMC,all_icu_adult,2018,40-64,Male,48,<10,<10,
UCMC,all_icu_adult,2018,40-64,Male,55,<10,<10,
UCMC,all_icu_adult,2018,65-74,Female,04,<10,<10,
UCMC,all_icu_adult,2018,65-74,Female,12,<10,<10,
UCMC,all_icu_adult,2018,65-74,Female,17,463,50,
UCMC,all_icu_adult,2018,65-74,Female,18,81,12,
UCMC,all_icu_adult,2018,65-74,Female,19,<10,<10,
UCMC,all_icu_adult,2018,65-74,Female,20,<10,<10,
UCMC,all_icu_adult,2018,65-74,Female,21,<10,<10,
UCMC,all_icu_adult,2018,65-74,Female,26,10,<10,
UCMC,all_icu_adult,2018,65-74,Female,32,<10,<10,
UCMC,all_icu_adult,2018,65-74,Female,48,<10,<10,
UCMC,all_icu_adult,2018,65-74,Female,55,<10,<10,
UCMC,all_icu_adult,2018,65-74,Male,05,<10,<10,
UCMC,all_icu_adult,2018,65-74,Male,06,<10,<10,
UCMC,all_icu_adult,2018,65-74,Male,08,<10,<10,
UCMC,all_icu_adult,2018,65-74,Male,10,<10,<10,
UCMC,all_icu_adult,2018,65-74,Male,12,<10,<10,
UCMC,all_icu_adult,2018,65-74,Male,17,530,63,
UCMC,all_icu_adult,2018,65-74,Male,18,148,19,
UCMC,all_icu_adult,2018,65-74,Male,19,<10,<10,
UCMC,all_icu_adult,2018,65-74,Male,26,15,<10,
UCMC,all_icu_adult,2018,65-74,Male,35,<10,<10,
UCMC,all_icu_adult,2018,65-74,Male,41,<10,<10,
UCMC,all_icu_adult,2018,65-74,Male,48,<10,<10,
UCMC,all_icu_adult,2018,65-74,Male,51,<10,<10,
UCMC,all_icu_adult,2018,65-74,Male,55,<10,<10,
UCMC,all_icu_adult,2018,75+,Female,06,<10,<10,
UCMC,all_icu_adult,2018,75+,Female,13,<10,<10,
UCMC,all_icu_adult,2018,75+,Female,17,499,88,
UCMC,all_icu_adult,2018,75+,Female,18,43,<10,
UCMC,all_icu_adult,2018,75+,Female,24,<10,<10,
UCMC,all_icu_adult,2018,75+,Female,26,<10,<10,
UCMC,all_icu_adult,2018,75+,Female,29,<10,<10,
UCMC,all_icu_adult,2018,75+,Female,42,<10,<10,
UCMC,all_icu_adult,2018,75+,Male,01,<10,<10,
UCMC,all_icu_adult,2018,75+,Male,05,<10,<10,
UCMC,all_icu_adult,2018,75+,Male,06,<10,<10,
UCMC,all_icu_adult,2018,75+,Male,12,<10,<10,
UCMC,all_icu_adult,2018,75+,Male,17,379,49,
UCMC,all_icu_adult,2018,75+,Male,18,59,13,
UCMC,all_icu_adult,2018,75+,Male,19,<10,<10,
UCMC,all_icu_adult,2018,75+,Male,26,11,<10,
UCMC,all_icu_adult,2018,75+,Male,27,<10,<10,
UCMC,all_icu_adult,2018,75+,Male,29,<10,<10,
UCMC,all_icu_adult,2019,18-39,Female,12,<10,<10,
UCMC,all_icu_adult,2019,18-39,Female,17,362,26,
UCMC,all_icu_adult,2019,18-39,Female,18,39,<10,
UCMC,all_icu_adult,2019,18-39,Female,24,<10,<10,
UCMC,all_icu_adult,2019,18-39,Female,29,<10,<10,
UCMC,all_icu_adult,2019,18-39,Female,36,<10,<10,
UCMC,all_icu_adult,2019,18-39,Female,45,<10,<10,
UCMC,all_icu_adult,2019,18-39,Female,47,<10,<10,
UCMC,all_icu_adult,2019,18-39,Female,51,<10,<10,
UCMC,all_icu_adult,2019,18-39,Female,55,<10,<10,
UCMC,all_icu_adult,2019,18-39,Female,56,<10,<10,
UCMC,all_icu_adult,2019,18-39,Male,01,<10,<10,
UCMC,all_icu_adult,2019,18-39,Male,09,<10,<10,
UCMC,all_icu_adult,2019,18-39,Male,12,<10,<10,
UCMC,all_icu_adult,2019,18-39,Male,13,<10,<10,
UCMC,all_icu_adult,2019,18-39,Male,17,473,25,
UCMC,all_icu_adult,2019,18-39,Male,18,68,<10,
UCMC,all_icu_adult,2019,18-39,Male,19,<10,<10,
UCMC,all_icu_adult,2019,18-39,Male,26,<10,<10,
UCMC,all_icu_adult,2019,18-39,Male,48,<10,<10,
UCMC,all_icu_adult,2019,18-39,Male,54,<10,<10,
UCMC,all_icu_adult,2019,18-39,Male,55,<10,<10,
UCMC,all_icu_adult,2019,40-64,Female,01,<10,<10,
UCMC,all_icu_adult,2019,40-64,Female,04,<10,<10,
UCMC,all_icu_adult,2019,40-64,Female,08,<10,<10,
UCMC,all_icu_adult,2019,40-64,Female,12,<10,<10,
UCMC,all_icu_adult,2019,40-64,Female,13,<10,<10,
UCMC,all_icu_adult,2019,40-64,Female,17,931,106,
UCMC,all_icu_adult,2019,40-64,Female,18,96,10,
UCMC,all_icu_adult,2019,40-64,Female,21,<10,<10,
UCMC,all_icu_adult,2019,40-64,Female,22,<10,<10,
UCMC,all_icu_adult,2019,40-64,Female,25,<10,<10,
UCMC,all_icu_adult,2019,40-64,Female,26,<10,<10,
UCMC,all_icu_adult,2019,40-64,Female,29,<10,<10,
UCMC,all_icu_adult,2019,40-64,Female,39,<10,<10,
UCMC,all_icu_adult,2019,40-64,Female,48,<10,<10,
UCMC,all_icu_adult,2019,40-64,Female,55,<10,<10,
UCMC,all_icu_adult,2019,40-64,Male,01,<10,<10,
UCMC,all_icu_adult,2019,40-64,Male,05,<10,<10,
UCMC,all_icu_adult,2019,40-64,Male,06,<10,<10,
UCMC,all_icu_adult,2019,40-64,Male,08,<10,<10,
UCMC,all_icu_adult,2019,40-64,Male,11,<10,<10,
UCMC,all_icu_adult,2019,40-64,Male,12,<10,<10,
UCMC,all_icu_adult,2019,40-64,Male,16,<10,<10,
UCMC,all_icu_adult,2019,40-64,Male,17,1132,129,
UCMC,all_icu_adult,2019,40-64,Male,18,186,25,
UCMC,all_icu_adult,2019,40-64,Male,19,<10,<10,
UCMC,all_icu_adult,2019,40-64,Male,24,<10,<10,
UCMC,all_icu_adult,2019,40-64,Male,26,12,<10,
UCMC,all_icu_adult,2019,40-64,Male,27,<10,<10,
UCMC,all_icu_adult,2019,40-64,Male,29,<10,<10,
UCMC,all_icu_adult,2019,40-64,Male,32,<10,<10,
UCMC,all_icu_adult,2019,40-64,Male,37,<10,<10,
UCMC,all_icu_adult,2019,40-64,Male,39,<10,<10,
UCMC,all_icu_adult,2019,40-64,Male,47,<10,<10,
UCMC,all_icu_adult,2019,40-64,Male,48,<10,<10,
UCMC,all_icu_adult,2019,40-64,Male,51,<10,<10,
UCMC,all_icu_adult,2019,40-64,Male,55,11,<10,
UCMC,all_icu_adult,2019,40-64,Male,56,<10,<10,
UCMC,all_icu_adult,2019,65-74,Female,06,<10,<10,
UCMC,all_icu_adult,2019,65-74,Female,12,<10,<10,
UCMC,all_icu_adult,2019,65-74,Female,17,488,72,
UCMC,all_icu_adult,2019,65-74,Female,18,69,<10,
UCMC,all_icu_adult,2019,65-74,Female,26,<10,<10,
UCMC,all_icu_adult,2019,65-74,Female,29,<10,<10,
UCMC,all_icu_adult,2019,65-74,Female,32,<10,<10,
UCMC,all_icu_adult,2019,65-74,Female,34,<10,<10,
UCMC,all_icu_adult,2019,65-74,Female,39,<10,<10,
UCMC,all_icu_adult,2019,65-74,Female,47,<10,<10,
UCMC,all_icu_adult,2019,65-74,Male,02,<10,<10,
UCMC,all_icu_adult,2019,65-74,Male,05,<10,<10,
UCMC,all_icu_adult,2019,65-74,Male,12,<10,<10,
UCMC,all_icu_adult,2019,65-74,Male,16,<10,<10,
UCMC,all_icu_adult,2019,65-74,Male,17,581,86,
UCMC,all_icu_adult,2019,65-74,Male,18,108,15,
UCMC,all_icu_adult,2019,65-74,Male,19,<10,<10,
UCMC,all_icu_adult,2019,65-74,Male,25,<10,<10,
UCMC,all_icu_adult,2019,65-74,Male,26,13,<10,
UCMC,all_icu_adult,2019,65-74,Male,27,<10,<10,
UCMC,all_icu_adult,2019,65-74,Male,28,<10,<10,
UCMC,all_icu_adult,2019,65-74,Male,29,<10,<10,
UCMC,all_icu_adult,2019,65-74,Male,32,<10,<10,
UCMC,all_icu_adult,2019,65-74,Male,39,<10,<10,
UCMC,all_icu_adult,2019,65-74,Male,42,<10,<10,
UCMC,all_icu_adult,2019,65-74,Male,47,<10,<10,
UCMC,all_icu_adult,2019,65-74,Male,48,<10,<10,
UCMC,all_icu_adult,2019,65-74,Male,51,<10,<10,
UCMC,all_icu_adult,2019,65-74,Male,55,<10,<10,
UCMC,all_icu_adult,2019,75+,Female,17,479,71,
UCMC,all_icu_adult,2019,75+,Female,18,57,<10,
UCMC,all_icu_adult,2019,75+,Female,24,<10,<10,
UCMC,all_icu_adult,2019,75+,Female,26,<10,<10,
UCMC,all_icu_adult,2019,75+,Female,28,<10,<10,
UCMC,all_icu_adult,2019,75+,Female,29,<10,<10,
UCMC,all_icu_adult,2019,75+,Female,36,<10,<10,
UCMC,all_icu_adult,2019,75+,Female,47,<10,<10,
UCMC,all_icu_adult,2019,75+,Female,55,<10,<10,
UCMC,all_icu_adult,2019,75+,Male,05,<10,<10,
UCMC,all_icu_adult,2019,75+,Male,06,<10,<10,
UCMC,all_icu_adult,2019,75+,Male,17,381,63,
UCMC,all_icu_adult,2019,75+,Male,18,61,<10,
UCMC,all_icu_adult,2019,75+,Male,19,<10,<10,
UCMC,all_icu_adult,2019,75+,Male,26,<10,<10,
UCMC,all_icu_adult,2019,75+,Male,39,<10,<10,
UCMC,all_icu_adult,2019,75+,Male,47,<10,<10,
UCMC,all_icu_adult,2019,75+,Male,55,<10,<10,
UCMC,all_icu_adult,2020,18-39,Female,01,<10,<10,
UCMC,all_icu_adult,2020,18-39,Female,06,<10,<10,
UCMC,all_icu_adult,2020,18-39,Female,12,<10,<10,
UCMC,all_icu_adult,2020,18-39,Female,13,<10,<10,
UCMC,all_icu_adult,2020,18-39,Female,17,360,31,
UCMC,all_icu_adult,2020,18-39,Female,18,44,<10,
UCMC,all_icu_adult,2020,18-39,Female,25,<10,<10,
UCMC,all_icu_adult,2020,18-39,Female,26,<10,<10,
UCMC,all_icu_adult,2020,18-39,Female,27,<10,<10,
UCMC,all_icu_adult,2020,18-39,Female,28,<10,<10,
UCMC,all_icu_adult,2020,18-39,Female,29,<10,<10,
UCMC,all_icu_adult,2020,18-39,Female,34,<10,<10,
UCMC,all_icu_adult,2020,18-39,Female,37,<10,<10,
UCMC,all_icu_adult,2020,18-39,Female,40,<10,<10,
UCMC,all_icu_adult,2020,18-39,Female,48,<10,<10,
UCMC,all_icu_adult,2020,18-39,Female,55,<10,<10,
UCMC,all_icu_adult,2020,18-39,Male,04,<10,<10,
UCMC,all_icu_adult,2020,18-39,Male,06,<10,<10,
UCMC,all_icu_adult,2020,18-39,Male,08,<10,<10,
UCMC,all_icu_adult,2020,18-39,Male,13,<10,<10,
UCMC,all_icu_adult,2020,18-39,Male,17,560,49,
UCMC,all_icu_adult,2020,18-39,Male,18,92,<10,
UCMC,all_icu_adult,2020,18-39,Male,19,<10,<10,
UCMC,all_icu_adult,2020,18-39,Male,25,<10,<10,
UCMC,all_icu_adult,2020,18-39,Male,26,<10,<10,
UCMC,all_icu_adult,2020,18-39,Male,29,<10,<10,
UCMC,all_icu_adult,2020,18-39,Male,31,<10,<10,
UCMC,all_icu_adult,2020,18-39,Male,32,<10,<10,
UCMC,all_icu_adult,2020,18-39,Male,34,<10,<10,
UCMC,all_icu_adult,2020,18-39,Male,36,<10,<10,
UCMC,all_icu_adult,2020,18-39,Male,37,<10,<10,
UCMC,all_icu_adult,2020,18-39,Male,46,<10,<10,
UCMC,all_icu_adult,2020,18-39,Male,47,<10,<10,
UCMC,all_icu_adult,2020,18-39,Male,48,<10,<10,
UCMC,all_icu_adult,2020,18-39,Male,51,<10,<10,
UCMC,all_icu_adult,2020,18-39,Male,55,<10,<10,
UCMC,all_icu_adult,2020,40-64,Female,01,<10,<10,
UCMC,all_icu_adult,2020,40-64,Female,04,<10,<10,
UCMC,all_icu_adult,2020,40-64,Female,06,<10,<10,
UCMC,all_icu_adult,2020,40-64,Female,15,<10,<10,
UCMC,all_icu_adult,2020,40-64,Female,17,882,119,
UCMC,all_icu_adult,2020,40-64,Female,18,94,12,
UCMC,all_icu_adult,2020,40-64,Female,24,<10,<10,
UCMC,all_icu_adult,2020,40-64,Female,26,<10,<10,
UCMC,all_icu_adult,2020,40-64,Female,36,<10,<10,
UCMC,all_icu_adult,2020,40-64,Female,45,<10,<10,
UCMC,all_icu_adult,2020,40-64,Female,55,<10,<10,
UCMC,all_icu_adult,2020,40-64,Male,04,<10,<10,
UCMC,all_icu_adult,2020,40-64,Male,06,<10,<10,
UCMC,all_icu_adult,2020,40-64,Male,11,<10,<10,
UCMC,all_icu_adult,2020,40-64,Male,12,<10,<10,
UCMC,all_icu_adult,2020,40-64,Male,17,1130,152,
UCMC,all_icu_adult,2020,40-64,Male,18,143,12,
UCMC,all_icu_adult,2020,40-64,Male,19,<10,<10,
UCMC,all_icu_adult,2020,40-64,Male,26,<10,<10,
UCMC,all_icu_adult,2020,40-64,Male,29,<10,<10,
UCMC,all_icu_adult,2020,40-64,Male,34,<10,<10,
UCMC,all_icu_adult,2020,40-64,Male,39,<10,<10,
UCMC,all_icu_adult,2020,40-64,Male,45,<10,<10,
UCMC,all_icu_adult,2020,40-64,Male,47,<10,<10,
UCMC,all_icu_adult,2020,40-64,Male,48,<10,<10,
UCMC,all_icu_adult,2020,40-64,Male,50,<10,<10,
UCMC,all_icu_adult,2020,40-64,Male,51,<10,<10,
UCMC,all_icu_adult,2020,40-64,Male,55,10,<10,
UCMC,all_icu_adult,2020,65-74,Female,01,<10,<10,
UCMC,all_icu_adult,2020,65-74,Female,04,<10,<10,
UCMC,all_icu_adult,2020,65-74,Female,17,503,96,
UCMC,all_icu_adult,2020,65-74,Female,18,72,<10,
UCMC,all_icu_adult,2020,65-74,Female,25,<10,<10,
UCMC,all_icu_adult,2020,65-74,Female,26,<10,<10,
UCMC,all_icu_adult,2020,65-74,Female,29,<10,<10,
UCMC,all_icu_adult,2020,65-74,Female,32,<10,<10,
UCMC,all_icu_adult,2020,65-74,Female,36,<10,<10,
UCMC,all_icu_adult,2020,65-74,Female,37,<10,<10,
UCMC,all_icu_adult,2020,65-74,Female,53,<10,<10,
UCMC,all_icu_adult,2020,65-74,Female,55,<10,<10,
UCMC,all_icu_adult,2020,65-74,Male,06,<10,<10,
UCMC,all_icu_adult,2020,65-74,Male,12,<10,<10,
UCMC,all_icu_adult,2020,65-74,Male,17,647,114,
UCMC,all_icu_adult,2020,65-74,Male,18,106,14,
UCMC,all_icu_adult,2020,65-74,Male,19,<10,<10,
UCMC,all_icu_adult,2020,65-74,Male,21,<10,<10,
UCMC,all_icu_adult,2020,65-74,Male,22,<10,<10,
UCMC,all_icu_adult,2020,65-74,Male,26,<10,<10,
UCMC,all_icu_adult,2020,65-74,Male,27,<10,<10,
UCMC,all_icu_adult,2020,65-74,Male,28,<10,<10,
UCMC,all_icu_adult,2020,65-74,Male,29,<10,<10,
UCMC,all_icu_adult,2020,65-74,Male,48,<10,<10,
UCMC,all_icu_adult,2020,65-74,Male,55,<10,<10,
UCMC,all_icu_adult,2020,75+,Female,17,461,93,
UCMC,all_icu_adult,2020,75+,Female,18,37,<10,
UCMC,all_icu_adult,2020,75+,Male,04,<10,<10,
UCMC,all_icu_adult,2020,75+,Male,12,<10,<10,
UCMC,all_icu_adult,2020,75+,Male,13,<10,<10,
UCMC,all_icu_adult,2020,75+,Male,17,407,90,
UCMC,all_icu_adult,2020,75+,Male,18,57,<10,
UCMC,all_icu_adult,2020,75+,Male,26,<10,<10,
UCMC,all_icu_adult,2020,75+,Male,27,<10,<10,
UCMC,all_icu_adult,2020,75+,Male,30,<10,<10,
UCMC,all_icu_adult,2020,75+,Male,36,<10,<10,
UCMC,all_icu_adult,2020,75+,Male,47,<10,<10,
UCMC,all_icu_adult,2020,75+,Male,48,<10,<10,
UCMC,all_icu_adult,2020,75+,Male,55,<10,<10,
UCMC,all_icu_adult,2021,18-39,Female,01,<10,<10,
UCMC,all_icu_adult,2021,18-39,Female,06,<10,<10,
UCMC,all_icu_adult,2021,18-39,Female,11,<10,<10,
UCMC,all_icu_adult,2021,18-39,Female,12,<10,<10,
UCMC,all_icu_adult,2021,18-39,Female,13,<10,<10,
UCMC,all_icu_adult,2021,18-39,Female,17,328,23,
UCMC,all_icu_adult,2021,18-39,Female,18,44,<10,
UCMC,all_icu_adult,2021,18-39,Female,19,<10,<10,
UCMC,all_icu_adult,2021,18-39,Female,24,<10,<10,
UCMC,all_icu_adult,2021,18-39,Female,26,<10,<10,
UCMC,all_icu_adult,2021,18-39,Female,27,<10,<10,
UCMC,all_icu_adult,2021,18-39,Female,29,<10,<10,
UCMC,all_icu_adult,2021,18-39,Female,34,<10,<10,
UCMC,all_icu_adult,2021,18-39,Female,39,<10,<10,
UCMC,all_icu_adult,2021,18-39,Female,48,<10,<10,
UCMC,all_icu_adult,2021,18-39,Female,55,<10,<10,
UCMC,all_icu_adult,2021,18-39,Male,01,<10,<10,
UCMC,all_icu_adult,2021,18-39,Male,06,<10,<10,
UCMC,all_icu_adult,2021,18-39,Male,08,<10,<10,
UCMC,all_icu_adult,2021,18-39,Male,12,<10,<10,
UCMC,all_icu_adult,2021,18-39,Male,17,617,61,
UCMC,all_icu_adult,2021,18-39,Male,18,80,<10,
UCMC,all_icu_adult,2021,18-39,Male,19,<10,<10,
UCMC,all_icu_adult,2021,18-39,Male,26,<10,<10,
UCMC,all_icu_adult,2021,18-39,Male,27,<10,<10,
UCMC,all_icu_adult,2021,18-39,Male,32,<10,<10,
UCMC,all_icu_adult,2021,18-39,Male,37,<10,<10,
UCMC,all_icu_adult,2021,18-39,Male,41,<10,<10,
UCMC,all_icu_adult,2021,18-39,Male,45,<10,<10,
UCMC,all_icu_adult,2021,18-39,Male,48,<10,<10,
UCMC,all_icu_adult,2021,18-39,Male,54,<10,<10,
UCMC,all_icu_adult,2021,18-39,Male,55,<10,<10,
UCMC,all_icu_adult,2021,40-64,Female,06,<10,<10,
UCMC,all_icu_adult,2021,40-64,Female,12,<10,<10,
UCMC,all_icu_adult,2021,40-64,Female,13,<10,<10,
UCMC,all_icu_adult,2021,40-64,Female,15,<10,<10,
UCMC,all_icu_adult,2021,40-64,Female,17,896,118,
UCMC,all_icu_adult,2021,40-64,Female,18,95,<10,
UCMC,all_icu_adult,2021,40-64,Female,19,<10,<10,
UCMC,all_icu_adult,2021,40-64,Female,25,<10,<10,
UCMC,all_icu_adult,2021,40-64,Female,26,<10,<10,
UCMC,all_icu_adult,2021,40-64,Female,27,<10,<10,
UCMC,all_icu_adult,2021,40-64,Female,29,<10,<10,
UCMC,all_icu_adult,2021,40-64,Female,32,<10,<10,
UCMC,all_icu_adult,2021,40-64,Female,37,<10,<10,
UCMC,all_icu_adult,2021,40-64,Female,41,<10,<10,
UCMC,all_icu_adult,2021,40-64,Female,42,<10,<10,
UCMC,all_icu_adult,2021,40-64,Female,45,<10,<10,
UCMC,all_icu_adult,2021,40-64,Female,47,<10,<10,
UCMC,all_icu_adult,2021,40-64,Female,48,<10,<10,
UCMC,all_icu_adult,2021,40-64,Female,51,<10,<10,
UCMC,all_icu_adult,2021,40-64,Female,55,<10,<10,
UCMC,all_icu_adult,2021,40-64,Male,01,<10,<10,
UCMC,all_icu_adult,2021,40-64,Male,02,<10,<10,
UCMC,all_icu_adult,2021,40-64,Male,04,<10,<10,
UCMC,all_icu_adult,2021,40-64,Male,06,<10,<10,
UCMC,all_icu_adult,2021,40-64,Male,12,10,<10,
UCMC,all_icu_adult,2021,40-64,Male,17,1207,182,
UCMC,all_icu_adult,2021,40-64,Male,18,184,28,
UCMC,all_icu_adult,2021,40-64,Male,19,<10,<10,
UCMC,all_icu_adult,2021,40-64,Male,21,<10,<10,
UCMC,all_icu_adult,2021,40-64,Male,24,<10,<10,
UCMC,all_icu_adult,2021,40-64,Male,25,<10,<10,
UCMC,all_icu_adult,2021,40-64,Male,26,10,<10,
UCMC,all_icu_adult,2021,40-64,Male,27,<10,<10,
UCMC,all_icu_adult,2021,40-64,Male,29,<10,<10,
UCMC,all_icu_adult,2021,40-64,Male,32,<10,<10,
UCMC,all_icu_adult,2021,40-64,Male,36,<10,<10,
UCMC,all_icu_adult,2021,40-64,Male,37,<10,<10,
UCMC,all_icu_adult,2021,40-64,Male,39,<10,<10,
UCMC,all_icu_adult,2021,40-64,Male,42,<10,<10,
UCMC,all_icu_adult,2021,40-64,Male,47,<10,<10,
UCMC,all_icu_adult,2021,40-64,Male,48,<10,<10,
UCMC,all_icu_adult,2021,40-64,Male,49,<10,<10,
UCMC,all_icu_adult,2021,40-64,Male,55,<10,<10,
UCMC,all_icu_adult,2021,65-74,Female,08,<10,<10,
UCMC,all_icu_adult,2021,65-74,Female,12,<10,<10,
UCMC,all_icu_adult,2021,65-74,Female,13,<10,<10,
UCMC,all_icu_adult,2021,65-74,Female,17,538,102,
UCMC,all_icu_adult,2021,65-74,Female,18,59,<10,
UCMC,all_icu_adult,2021,65-74,Female,19,<10,<10,
UCMC,all_icu_adult,2021,65-74,Female,20,<10,<10,
UCMC,all_icu_adult,2021,65-74,Female,21,<10,<10,
UCMC,all_icu_adult,2021,65-74,Female,27,<10,<10,
UCMC,all_icu_adult,2021,65-74,Female,42,<10,<10,
UCMC,all_icu_adult,2021,65-74,Female,45,<10,<10,
UCMC,all_icu_adult,2021,65-74,Female,53,<10,<10,
UCMC,all_icu_adult,2021,65-74,Female,55,<10,<10,
UCMC,all_icu_adult,2021,65-74,Male,06,<10,<10,
UCMC,all_icu_adult,2021,65-74,Male,12,<10,<10,
UCMC,all_icu_adult,2021,65-74,Male,13,<10,<10,
UCMC,all_icu_adult,2021,65-74,Male,17,642,108,
UCMC,all_icu_adult,2021,65-74,Male,18,136,19,
UCMC,all_icu_adult,2021,65-74,Male,19,<10,<10,
UCMC,all_icu_adult,2021,65-74,Male,20,<10,<10,
UCMC,all_icu_adult,2021,65-74,Male,21,<10,<10,
UCMC,all_icu_adult,2021,65-74,Male,26,14,<10,
UCMC,all_icu_adult,2021,65-74,Male,28,<10,<10,
UCMC,all_icu_adult,2021,65-74,Male,32,<10,<10,
UCMC,all_icu_adult,2021,65-74,Male,37,<10,<10,
UCMC,all_icu_adult,2021,65-74,Male,39,<10,<10,
UCMC,all_icu_adult,2021,65-74,Male,42,<10,<10,
UCMC,all_icu_adult,2021,65-74,Male,45,<10,<10,
UCMC,all_icu_adult,2021,65-74,Male,48,<10,<10,
UCMC,all_icu_adult,2021,65-74,Male,55,<10,<10,
UCMC,all_icu_adult,2021,75+,Female,04,<10,<10,
UCMC,all_icu_adult,2021,75+,Female,12,<10,<10,
UCMC,all_icu_adult,2021,75+,Female,17,531,123,
UCMC,all_icu_adult,2021,75+,Female,18,36,<10,
UCMC,all_icu_adult,2021,75+,Female,25,<10,<10,
UCMC,all_icu_adult,2021,75+,Female,26,<10,<10,
UCMC,all_icu_adult,2021,75+,Female,36,<10,<10,
UCMC,all_icu_adult,2021,75+,Female,55,<10,<10,
UCMC,all_icu_adult,2021,75+,Male,04,<10,<10,
UCMC,all_icu_adult,2021,75+,Male,06,<10,<10,
UCMC,all_icu_adult,2021,75+,Male,12,<10,<10,
UCMC,all_icu_adult,2021,75+,Male,17,398,63,
UCMC,all_icu_adult,2021,75+,Male,18,63,13,
UCMC,all_icu_adult,2021,75+,Male,19,<10,<10,
UCMC,all_icu_adult,2021,75+,Male,26,<10,<10,
UCMC,all_icu_adult,2021,75+,Male,29,<10,<10,
UCMC,all_icu_adult,2021,75+,Male,39,<10,<10,
UCMC,all_icu_adult,2021,75+,Male,47,<10,<10,
UCMC,all_icu_adult,2021,75+,Male,55,<10,<10,
UCMC,all_icu_adult,2022,18-39,Female,01,<10,<10,
UCMC,all_icu_adult,2022,18-39,Female,04,<10,<10,
UCMC,all_icu_adult,2022,18-39,Female,06,<10,<10,
