site_name,population_id,admit_year,state_fips,hospitalizations,deaths,missing_county_hospitalizations,mortality_pct
UCMC,sepsis_ase_icu,2022,18,183,68,280,
UCMC,sepsis_ase_icu,2022,22,<10,<10,20,
UCMC,sepsis_ase_icu,2022,23,<10,<10,20,
UCMC,sepsis_ase_icu,2022,24,<10,<10,40,
UCMC,sepsis_ase_icu,2022,26,<10,<10,80,
UCMC,sepsis_ase_icu,2022,27,<10,<10,20,
UCMC,sepsis_ase_icu,2022,29,<10,<10,20,
UCMC,sepsis_ase_icu,2022,32,<10,<10,20,
UCMC,sepsis_ase_icu,2022,34,<10,<10,20,
UCMC,sepsis_ase_icu,2022,39,<10,<10,100,
UCMC,sepsis_ase_icu,2022,41,<10,<10,20,
UCMC,sepsis_ase_icu,2022,42,<10,<10,20,
UCMC,sepsis_ase_icu,2022,47,<10,<10,40,
UCMC,sepsis_ase_icu,2022,48,<10,<10,40,
UCMC,sepsis_ase_icu,2022,49,<10,<10,20,
UCMC,sepsis_ase_icu,2022,55,<10,<10,80,
UCMC,sepsis_ase_icu,2023,04,<10,<10,21,
UCMC,sepsis_ase_icu,2023,05,<10,<10,21,
UCMC,sepsis_ase_icu,2023,06,<10,<10,21,
UCMC,sepsis_ase_icu,2023,08,<10,<10,21,
UCMC,sepsis_ase_icu,2023,12,<10,<10,21,
UCMC,sepsis_ase_icu,2023,13,<10,<10,21,
UCMC,sepsis_ase_icu,2023,17,1457,495,693,
UCMC,sepsis_ase_icu,2023,18,173,50,378,
UCMC,sepsis_ase_icu,2023,19,<10,<10,21,
UCMC,sepsis_ase_icu,2023,22,<10,<10,21,
UCMC,sepsis_ase_icu,2023,26,<10,<10,126,
UCMC,sepsis_ase_icu,2023,28,<10,<10,42,
UCMC,sepsis_ase_icu,2023,29,<10,<10,21,
UCMC,sepsis_ase_icu,2023,32,<10,<10,21,
UCMC,sepsis_ase_icu,2023,36,<10,<10,21,
UCMC,sepsis_ase_icu,2023,39,<10,<10,63,
UCMC,sepsis_ase_icu,2023,41,<10,<10,21,
UCMC,sepsis_ase_icu,2023,42,<10,<10,21,
UCMC,sepsis_ase_icu,2023,47,<10,<10,42,
UCMC,sepsis_ase_icu,2023,48,<10,<10,21,
UCMC,sepsis_ase_icu,2023,51,<10,<10,21,
UCMC,sepsis_ase_icu,2023,55,<10,<10,84,
UCMC,sepsis_ase_icu,2024,02,<10,<10,24,
UCMC,sepsis_ase_icu,2024,04,<10,<10,24,
UCMC,sepsis_ase_icu,2024,05,<10,<10,24,
UCMC,sepsis_ase_icu,2024,06,<10,<10,48,
UCMC,sepsis_ase_icu,2024,12,<10,<10,48,
UCMC,sepsis_ase_icu,2024,17,1479,518,768,
UCMC,sepsis_ase_icu,2024,18,185,57,408,
UCMC,sepsis_ase_icu,2024,19,<10,<10,24,
UCMC,sepsis_ase_icu,2024,26,<10,<10,120,
UCMC,sepsis_ase_icu,2024,27,<10,<10,24,
UCMC,sepsis_ase_icu,2024,29,<10,<10,24,
UCMC,sepsis_ase_icu,2024,39,<10,<10,72,
UCMC,sepsis_ase_icu,2024,40,<10,<10,48,
UCMC,sepsis_ase_icu,2024,42,<10,<10,24,
UCMC,sepsis_ase_icu,2024,45,<10,<10,24,
UCMC,sepsis_ase_icu,2024,48,<10,<10,72,
UCMC,sepsis_ase_icu,2024,51,<10,<10,24,
UCMC,sepsis_ase_icu,2024,53,<10,<10,24,
UCMC,sepsis_ase_icu,2024,55,<10,<10,168,
