site_name,population_id,admit_year,age_band,sex_group,race_group,ethnicity_group,hospitalizations,deaths,mortality_pct
UCMC,all_icu_adult,2018,18-39,Female,AIAN,Hispanic or Latino,68,66,
UCMC,all_icu_adult,2018,18-39,Female,Asian,Not Hispanic or Latino,22,11,
UCMC,all_icu_adult,2018,18-39,Female,Black,Hispanic or Latino,54,50,
UCMC,all_icu_adult,2018,18-39,Female,Black,Not Hispanic or Latino,338,87,
UCMC,all_icu_adult,2018,18-39,Female,Black,Unknown,24,21,
UCMC,all_icu_adult,2018,18-39,Female,NHPI,Hispanic or Latino,68,66,
UCMC,all_icu_adult,2018,18-39,Female,Other/Unknown,Hispanic or Latino,79,73,
UCMC,all_icu_adult,2018,18-39,Female,Other/Unknown,Not Hispanic or Latino,28,22,
UCMC,all_icu_adult,2018,18-39,Female,Other/Unknown,Unknown,74,68,
UCMC,all_icu_adult,2018,18-39,Female,White,Hispanic or Latino,35,19,
UCMC,all_icu_adult,2018,18-39,Female,White,Not Hispanic or Latino,164,61,
UCMC,all_icu_adult,2018,18-39,Male,AIAN,Hispanic or Latino,70,69,
UCMC,all_icu_adult,2018,18-39,Male,Asian,Not Hispanic or Latino,82,73,
UCMC,all_icu_adult,2018,18-39,Male,Black,Hispanic or Latino,58,58,
UCMC,all_icu_adult,2018,18-39,Male,Black,Not Hispanic or Latino,409,85,
UCMC,all_icu_adult,2018,18-39,Male,Black,Unknown,23,21,
UCMC,all_icu_adult,2018,18-39,Male,Other/Unknown,Hispanic or Latino,101,72,
UCMC,all_icu_adult,2018,18-39,Male,Other/Unknown,Not Hispanic or Latino,99,91,
UCMC,all_icu_adult,2018,18-39,Male,Other/Unknown,Unknown,23,19,
UCMC,all_icu_adult,2018,18-39,Male,White,Hispanic or Latino,101,81,
UCMC,all_icu_adult,2018,18-39,Male,White,Not Hispanic or Latino,183,102,
UCMC,all_icu_adult,2018,18-39,Male,White,Unknown,86,86,
UCMC,all_icu_adult,2018,40-64,Female,AIAN,Hispanic or Latino,44,43,
UCMC,all_icu_adult,2018,40-64,Female,AIAN,Not Hispanic or Latino,22,21,
UCMC,all_icu_adult,2018,40-64,Female,Asian,Hispanic or Latino,20,19,
UCMC,all_icu_adult,2018,40-64,Female,Asian,Not Hispanic or Latino,65,52,
UCMC,all_icu_adult,2018,40-64,Female,Black,Hispanic or Latino,90,89,
UCMC,all_icu_adult,2018,40-64,Female,Black,Not Hispanic or Latino,791,121,
UCMC,all_icu_adult,2018,40-64,Female,Black,Unknown,23,20,
UCMC,all_icu_adult,2018,40-64,Female,NHPI,Hispanic or Latino,71,70,
UCMC,all_icu_adult,2018,40-64,Female,Other/Unknown,Hispanic or Latino,60,45,
UCMC,all_icu_adult,2018,40-64,Female,Other/Unknown,Not Hispanic or Latino,33,17,
UCMC,all_icu_adult,2018,40-64,Female,Other/Unknown,Unknown,95,85,
UCMC,all_icu_adult,2018,40-64,Female,White,Hispanic or Latino,97,76,
UCMC,all_icu_adult,2018,40-64,Female,White,Not Hispanic or Latino,247,39,
UCMC,all_icu_adult,2018,40-64,Female,White,Unknown,61,59,
UCMC,all_icu_adult,2018,40-64,Male,AIAN,Hispanic or Latino,100,98,
UCMC,all_icu_adult,2018,40-64,Male,AIAN,Not Hispanic or Latino,95,94,
UCMC,all_icu_adult,2018,40-64,Male,Asian,Not Hispanic or Latino,42,17,
UCMC,all_icu_adult,2018,40-64,Male,Black,Not Hispanic or Latino,815,125,
UCMC,all_icu_adult,2018,40-64,Male,Black,Unknown,81,78,
UCMC,all_icu_adult,2018,40-64,Male,NHPI,Hispanic or Latino,40,39,
UCMC,all_icu_adult,2018,40-64,Male,NHPI,Not Hispanic or Latino,72,71,
UCMC,all_icu_adult,2018,40-64,Male,Other/Unknown,Hispanic or Latino,41,15,
UCMC,all_icu_adult,2018,40-64,Male,Other/Unknown,Not Hispanic or Latino,123,89,
UCMC,all_icu_adult,2018,40-64,Male,Other/Unknown,Unknown,97,82,
UCMC,all_icu_adult,2018,40-64,Male,White,Hispanic or Latino,116,92,
UCMC,all_icu_adult,2018,40-64,Male,White,Not Hispanic or Latino,468,96,
UCMC,all_icu_adult,2018,40-64,Male,White,Unknown,102,99,
UCMC,all_icu_adult,2018,65-74,Female,Asian,Not Hispanic or Latino,106,97,
UCMC,all_icu_adult,2018,65-74,Female,Black,Not Hispanic or Latino,403,104,
UCMC,all_icu_adult,2018,65-74,Female,Black,Unknown,31,30,
UCMC,all_icu_adult,2018,65-74,Female,NHPI,Hispanic or Latino,55,54,
UCMC,all_icu_adult,2018,65-74,Female,Other/Unknown,Hispanic or Latino,32,28,
UCMC,all_icu_adult,2018,65-74,Female,Other/Unknown,Not Hispanic or Latino,37,24,
UCMC,all_icu_adult,2018,65-74,Female,Other/Unknown,Unknown,47,41,
UCMC,all_icu_adult,2018,65-74,Female,White,Hispanic or Latino,80,75,
UCMC,all_icu_adult,2018,65-74,Female,White,Not Hispanic or Latino,241,78,
UCMC,all_icu_adult,2018,65-74,Female,White,Unknown,95,94,
UCMC,all_icu_adult,2018,65-74,Male,AIAN,Hispanic or Latino,73,70,
UCMC,all_icu_adult,2018,65-74,Male,AIAN,Not Hispanic or Latino,15,13,
UCMC,all_icu_adult,2018,65-74,Male,Asian,Hispanic or Latino,30,29,
UCMC,all_icu_adult,2018,65-74,Male,Asian,Not Hispanic or Latino,36,24,
UCMC,all_icu_adult,2018,65-74,Male,Black,Not Hispanic or Latino,374,101,
UCMC,all_icu_adult,2018,65-74,Male,Black,Unknown,88,86,
UCMC,all_icu_adult,2018,65-74,Male,Other/Unknown,Hispanic or Latino,109,95,
UCMC,all_icu_adult,2018,65-74,Male,Other/Unknown,Not Hispanic or Latino,42,34,
UCMC,all_icu_adult,2018,65-74,Male,Other/Unknown,Unknown,47,34,
UCMC,all_icu_adult,2018,65-74,Male,White,Hispanic or Latino,101,90,
UCMC,all_icu_adult,2018,65-74,Male,White,Not Hispanic or Latino,360,76,
UCMC,all_icu_adult,2018,65-74,Male,White,Unknown,85,81,
UCMC,all_icu_adult,2018,75+,Female,Asian,Not Hispanic or Latino,41,36,
UCMC,all_icu_adult,2018,75+,Female,Black,Hispanic or Latino,15,14,
UCMC,all_icu_adult,2018,75+,Female,Black,Not Hispanic or Latino,375,78,
UCMC,all_icu_adult,2018,75+,Female,Black,Unknown,82,77,
UCMC,all_icu_adult,2018,75+,Female,NHPI,Hispanic or Latino,11,10,
UCMC,all_icu_adult,2018,75+,Female,Other/Unknown,Hispanic or Latino,83,77,
UCMC,all_icu_adult,2018,75+,Female,Other/Unknown,Not Hispanic or Latino,62,57,
UCMC,all_icu_adult,2018,75+,Female,Other/Unknown,Unknown,105,94,
UCMC,all_icu_adult,2018,75+,Female,White,Hispanic or Latino,90,79,
UCMC,all_icu_adult,2018,75+,Female,White,Not Hispanic or Latino,218,105,
UCMC,all_icu_adult,2018,75+,Male,AIAN,Hispanic or Latino,70,70,
UCMC,all_icu_adult,2018,75+,Male,Asian,Hispanic or Latino,65,63,
UCMC,all_icu_adult,2018,75+,Male,Asian,Not Hispanic or Latino,50,38,
UCMC,all_icu_adult,2018,75+,Male,Black,Hispanic or Latino,51,50,
UCMC,all_icu_adult,2018,75+,Male,Black,Not Hispanic or Latino,260,77,
UCMC,all_icu_adult,2018,75+,Male,Black,Unknown,39,39,
UCMC,all_icu_adult,2018,75+,Male,Other/Unknown,Hispanic or Latino,95,91,
UCMC,all_icu_adult,2018,75+,Male,Other/Unknown,Not Hispanic or Latino,30,27,
UCMC,all_icu_adult,2018,75+,Male,Other/Unknown,Unknown,50,37,
UCMC,all_icu_adult,2018,75+,Male,White,Hispanic or Latino,108,100,
UCMC,all_icu_adult,2018,75+,Male,White,Not Hispanic or Latino,266,98,
UCMC,all_icu_adult,2019,18-39,Female,AIAN,Hispanic or Latino,22,21,
UCMC,all_icu_adult,2019,18-39,Female,Asian,Not Hispanic or Latino,32,21,
UCMC,all_icu_adult,2019,18-39,Female,Black,Not Hispanic or Latino,366,94,
UCMC,all_icu_adult,2019,18-39,Female,Black,Unknown,105,99,
UCMC,all_icu_adult,2019,18-39,Female,Other/Unknown,Hispanic or Latino,35,25,
UCMC,all_icu_adult,2019,18-39,Female,Other/Unknown,Not Hispanic or Latino,53,44,
UCMC,all_icu_adult,2019,18-39,Female,Other/Unknown,Unknown,21,20,
UCMC,all_icu_adult,2019,18-39,Female,White,Hispanic or Latino,35,25,
UCMC,all_icu_adult,2019,18-39,Female,White,Not Hispanic or Latino,140,69,
UCMC,all_icu_adult,2019,18-39,Female,White,Unknown,82,81,
UCMC,all_icu_adult,2019,18-39,Male,Asian,Not Hispanic or Latino,21,11,
UCMC,all_icu_adult,2019,18-39,Male,Black,Not Hispanic or Latino,445,88,
UCMC,all_icu_adult,2019,18-39,Male,Black,Unknown,55,54,
UCMC,all_icu_adult,2019,18-39,Male,NHPI,Hispanic or Latino,94,86,
UCMC,all_icu_adult,2019,18-39,Male,Other/Unknown,Hispanic or Latino,70,42,
UCMC,all_icu_adult,2019,18-39,Male,Other/Unknown,Not Hispanic or Latino,51,39,
UCMC,all_icu_adult,2019,18-39,Male,Other/Unknown,Unknown,70,61,
UCMC,all_icu_adult,2019,18-39,Male,White,Hispanic or Latino,75,61,
UCMC,all_icu_adult,2019,18-39,Male,White,Not Hispanic or Latino,123,36,
UCMC,all_icu_adult,2019,40-64,Female,AIAN,Hispanic or Latino,44,42,
UCMC,all_icu_adult,2019,40-64,Female,Asian,Not Hispanic or Latino,112,100,
UCMC,all_icu_adult,2019,40-64,Female,Black,Hispanic or Latino,34,32,
UCMC,all_icu_adult,2019,40-64,Female,Black,Not Hispanic or Latino,767,130,
UCMC,all_icu_adult,2019,40-64,Female,Black,Unknown,88,80,
