site_name,population_id,admit_year,age_band,sex_group,race_group,ethnicity_group,hospitalizations,deaths,mortality_pct
UCMC,cardiac_arrest_poa_icu,2018,18-39,Female,Black,Not Hispanic or Latino,78,77,
UCMC,cardiac_arrest_poa_icu,2018,18-39,Female,Other/Unknown,Unknown,68,67,
UCMC,cardiac_arrest_poa_icu,2018,18-39,Female,White,Not Hispanic or Latino,58,57,
UCMC,cardiac_arrest_poa_icu,2018,18-39,Male,Black,Hispanic or Latino,58,58,
UCMC,cardiac_arrest_poa_icu,2018,18-39,Male,Black,Not Hispanic or Latino,70,69,
UCMC,cardiac_arrest_poa_icu,2018,40-64,Female,Black,Not Hispanic or Latino,79,72,
UCMC,cardiac_arrest_poa_icu,2018,40-64,Female,Other/Unknown,Unknown,84,83,
UCMC,cardiac_arrest_poa_icu,2018,40-64,Female,White,Not Hispanic or Latino,21,21,
UCMC,cardiac_arrest_poa_icu,2018,40-64,Male,Black,Not Hispanic or Latino,73,64,
UCMC,cardiac_arrest_poa_icu,2018,40-64,Male,Other/Unknown,Hispanic or Latino,15,15,
UCMC,cardiac_arrest_poa_icu,2018,40-64,Male,Other/Unknown,Not Hispanic or Latino,89,87,
UCMC,cardiac_arrest_poa_icu,2018,40-64,Male,Other/Unknown,Unknown,69,68,
UCMC,cardiac_arrest_poa_icu,2018,40-64,Male,White,Not Hispanic or Latino,55,53,
UCMC,cardiac_arrest_poa_icu,2018,40-64,Male,White,Unknown,99,99,
UCMC,cardiac_arrest_poa_icu,2018,65-74,Female,Black,Not Hispanic or Latino,72,68,
UCMC,cardiac_arrest_poa_icu,2018,65-74,Female,White,Not Hispanic or Latino,64,63,
UCMC,cardiac_arrest_poa_icu,2018,65-74,Male,Black,Not Hispanic or Latino,82,76,
UCMC,cardiac_arrest_poa_icu,2018,65-74,Male,Other/Unknown,Hispanic or Latino,92,92,
UCMC,cardiac_arrest_poa_icu,2018,75+,Female,Black,Not Hispanic or Latino,34,30,
UCMC,cardiac_arrest_poa_icu,2018,75+,Female,Black,Unknown,77,76,
UCMC,cardiac_arrest_poa_icu,2018,75+,Female,Other/Unknown,Unknown,87,87,
UCMC,cardiac_arrest_poa_icu,2018,75+,Female,White,Not Hispanic or Latino,87,87,
UCMC,cardiac_arrest_poa_icu,2018,75+,Male,Black,Hispanic or Latino,51,50,
UCMC,cardiac_arrest_poa_icu,2018,75+,Male,Black,Not Hispanic or Latino,58,57,
UCMC,cardiac_arrest_poa_icu,2018,75+,Male,Black,Unknown,39,39,
UCMC,cardiac_arrest_poa_icu,2018,75+,Male,White,Not Hispanic or Latino,74,74,
UCMC,cardiac_arrest_poa_icu,2019,18-39,Female,Black,Not Hispanic or Latino,80,79,
UCMC,cardiac_arrest_poa_icu,2019,18-39,Female,Black,Unknown,99,99,
UCMC,cardiac_arrest_poa_icu,2019,18-39,Female,Other/Unknown,Unknown,19,19,
