site_name,population_id,method_id,table_family,file_name,n_rows,release_level,replicate_id,mask_version,notes
UCMC,all_icu_adult,det_offset,county_year_burden_summary,county_year_burden_summary_det_offset_all_icu_adult_UCMC.csv,1393,county,,Fragment_A,Deterministic offsets applied using key_county_year_Fragment_A.csv. Rates left blank for central recomputation.
UCMC,all_icu_adult,det_offset,county_year_age_sex_summary,county_year_age_sex_summary_det_offset_all_icu_adult_UCMC.csv,2759,county,,Fragment_A,Deterministic offsets applied using key_county_year_age_sex_Fragment_A.csv. Rates left blank for central recomputation.
UCMC,all_icu_adult,det_offset,year_age_sex_race_ethnicity_summary,year_age_sex_race_ethnicity_summary_det_offset_all_icu_adult_UCMC.csv,669,demo,,Fragment_B,Deterministic offsets applied using key_year_age_sex_race_ethnicity_Fragment_B.csv. Rates left blank for central recomputation.
UCMC,sepsis_ase_icu,det_offset,county_year_burden_summary,county_year_burden_summary_det_offset_sepsis_ase_icu_UCMC.csv,549,county,,Fragment_A,Deterministic offsets applied using key_county_year_Fragment_A.csv. Rates left blank for central recomputation.
UCMC,sepsis_ase_icu,det_offset,county_year_age_sex_summary,county_year_age_sex_summary_det_offset_sepsis_ase_icu_UCMC.csv,1116,county,,Fragment_A,Deterministic offsets applied using key_county_year_age_sex_Fragment_A.csv. Rates left blank for central recomputation.
UCMC,sepsis_ase_icu,det_offset,year_age_sex_race_ethnicity_summary,year_age_sex_race_ethnicity_summary_det_offset_sepsis_ase_icu_UCMC.csv,504,demo,,Fragment_B,Deterministic offsets applied using key_year_age_sex_race_ethnicity_Fragment_B.csv. Rates left blank for central recomputation.
UCMC,cardiac_arrest_poa_icu,det_offset,county_year_burden_summary,county_year_burden_summary_det_offset_cardiac_arrest_poa_icu_UCMC.csv,108,county,,Fragment_A,Deterministic offsets applied using key_county_year_Fragment_A.csv. Rates left blank for central recomputation.
UCMC,cardiac_arrest_poa_icu,det_offset,county_year_age_sex_summary,county_year_age_sex_summary_det_offset_cardiac_arrest_poa_icu_UCMC.csv,208,county,,Fragment_A,Deterministic offsets applied using key_county_year_age_sex_Fragment_A.csv. Rates left blank for central recomputation.
UCMC,cardiac_arrest_poa_icu,det_offset,year_age_sex_race_ethnicity_summary,year_age_sex_race_ethnicity_summary_det_offset_cardiac_arrest_poa_icu_UCMC.csv,232,demo,,Fragment_B,Deterministic offsets applied using key_year_age_sex_race_ethnicity_Fragment_B.csv. Rates left blank for central recomputation.
